관리번호,자치구,와이파이명,도로명주소,설치유형,설치기관,서비스구분,망종류,설치년도,실내외구분,X좌표,Y좌표,작업일자
서울4차-4823,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4824,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4825,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4826,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4827,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4828,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4829,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4830,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.51775,126.97062,2026-07-29 10:56:07.0
서울4차-4831,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4832,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-4833,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-5946,용산구,용문동어울림센터,"서울특별시 용산구 효창원로37길 1, 지하1층",4. 문화관광,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.536926,126.95825,2026-07-29 10:56:07.0
서울4차-5947,용산구,용문동어울림센터,"서울특별시 용산구 효창원로37길 1, 1층",4. 문화관광,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.536926,126.95825,2026-07-29 10:56:07.0
서울4차-5948,용산구,용문동어울림센터,"서울특별시 용산구 효창원로37길 1, 2층",4. 문화관광,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.536926,126.95825,2026-07-29 10:56:07.0
서울4차-5949,용산구,용문동어울림센터,"서울특별시 용산구 효창원로37길 1, 3층",4. 문화관광,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.536926,126.95825,2026-07-29 10:56:07.0
서울4차-5950,용산구,용문동어울림센터,"서울특별시 용산구 효창원로37길 1, 4층",4. 문화관광,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.536926,126.95825,2026-07-29 10:56:07.0
서울4차-5954,용산구,이태원관광특구,"서울특별시 용산구 이태원로 143-1, KEB하나은행 앞 CCTV",1. 주요거리,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.5342,126.98984,2026-07-29 10:56:07.0
서울4차-5955,용산구,이태원관광특구,"서울특별시 용산구 이태원로 143-1, KEB하나은행 앞 CCTV",1. 주요거리,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.5342,126.98984,2026-07-29 10:56:07.0
서울4차-5956,용산구,이태원관광특구,"서울특별시 용산구 이태원로 143-1, KEB하나은행 앞 CCTV",1. 주요거리,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.5342,126.98984,2026-07-29 10:56:07.0
서울4차-6068,용산구,용산소방서,"서울특별시 용산구 한강대로 167 (한강로2가), 3층 민원실",7-1-3. 공공 - 시산하기관,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.53412,126.97151,2026-07-29 10:56:07.0
서울4차-6068-1,용산구,용산소방서,"서울특별시 용산구 한강대로 167 (한강로2가), 3층 민원실",7-1-3. 공공 - 시산하기관,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.53412,126.97151,2026-07-29 10:56:07.0
서울4차-6422,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6423,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6424,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6425,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6426,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.519054,126.96784,2026-07-29 10:56:07.0
서울4차-6427,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6428,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6429,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6430,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6431,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6432,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6433,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6434,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.52182,126.95959,2026-07-29 10:56:07.0
서울4차-6435,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6436,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6437,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6438,용산구,이촌한강공원,서울특별시 용산구 이촌로72길 62,3. 공원(하천),디지털뉴딜(LG U+),공공WiFi,임대망,2022,실외,37.517822,126.97085,2026-07-29 10:56:07.0
서울4차-6730,용산구,"용산역사박물관1,2층,옥상",서울특별시 용산구 한강대로14길 35-29,4. 문화관광,디지털뉴딜(LG U+),공공WiFi,임대망,2022,실내,37.52564,126.96584,2026-07-29 10:56:07.0
서울5차-0159,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.53849,126.96533,2026-07-29 10:56:08.0
서울5차-0159-1,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.53849,126.96533,2026-07-29 10:56:08.0
서울5차-0160,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.53849,126.96533,2026-07-29 10:56:08.0
서울5차-0161,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.53849,126.96533,2026-07-29 10:56:08.0
서울5차-0162,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.538807,126.96536,2026-07-29 10:56:08.0
서울5차-0162-1,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.538807,126.96536,2026-07-29 10:56:08.0
서울5차-0162-2,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.538807,126.96536,2026-07-29 10:56:08.0
서울5차-0163,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.538807,126.96536,2026-07-29 10:56:08.0
서울5차-0163-1,용산구,꿈나무종합타운,서울특별시 용산구 백범로 329,6-4. 복지 - 아동청소년,디지털뉴딜(LG U+),,임대망,2023,실내,37.538807,126.96536,2026-07-29 10:56:08.0
서울5차-0164,용산구,청파도서관,서울특별시 용산구 청파로93길 27,4. 문화관광,디지털뉴딜(LG U+),,임대망,2023,실내,37.55394,126.967606,2026-07-29 10:56:08.0
서울5차-0164-1,용산구,청파도서관,서울특별시 용산구 청파로93길 27,4. 문화관광,디지털뉴딜(LG U+),,임대망,2023,실내,37.55394,126.967606,2026-07-29 10:56:08.0
서울5차-0165,용산구,용산구사회적경제지원센터,서울특별시 용산구 독서당로 46,7-4. 공공 - 경제/커뮤니티,디지털뉴딜(LG U+),,임대망,2023,실내,37.532505,127.00739,2026-07-29 10:56:08.0
서울5차-0165-1,용산구,용산구사회적경제지원센터,서울특별시 용산구 독서당로 46,7-4. 공공 - 경제/커뮤니티,디지털뉴딜(LG U+),,임대망,2023,실내,37.532505,127.00739,2026-07-29 10:56:08.0
서울5차-0165-2,용산구,용산구사회적경제지원센터,서울특별시 용산구 독서당로 46,7-4. 공공 - 경제/커뮤니티,디지털뉴딜(LG U+),,임대망,2023,실내,37.532505,127.00739,2026-07-29 10:56:08.0
서울5차-0166,용산구,후암이음센터,서울특별시 용산구 후암동 406-51,4. 문화관광,디지털뉴딜(LG U+),,임대망,2023,실내,37.54754,126.98333,2026-07-29 10:56:08.0
서울5차-0167,용산구,후암이음센터,서울특별시 용산구 후암동 406-51,4. 문화관광,디지털뉴딜(LG U+),,임대망,2023,실내,37.547607,126.98334,2026-07-29 10:56:08.0
서울5차-0168,용산구,후암이음센터,서울특별시 용산구 후암동 406-51,4. 문화관광,디지털뉴딜(LG U+),,임대망,2023,실내,37.54761,126.98334,2026-07-29 10:56:08.0
서울5차-0169,용산구,후암이음센터,서울특별시 용산구 후암동 406-51,4. 문화관광,디지털뉴딜(LG U+),,임대망,2023,실내,37.547607,126.98334,2026-07-29 10:56:08.0
서울5차-0821,용산구,도원어린이공원,서울특별시 용산구 도원동 21,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.537422,126.95486,2026-07-29 10:56:08.0
서울5차-0822,용산구,신흥시장,서울특별시 용산구 신흥로 95-9,2. 전통시장,디지털뉴딜(LG U+),,임대망,2023,실내,37.54535,126.98503,2026-07-29 10:56:08.0
서울5차-0823,용산구,신흥시장,서울특별시 용산구 신흥로 95-9,2. 전통시장,디지털뉴딜(LG U+),,임대망,2023,실내,37.544994,126.98509,2026-07-29 10:56:08.0
서울5차-0824,용산구,신계역사공원,서울특별시 용산구 신계동 55,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.53499,126.96672,2026-07-29 10:56:08.0
서울5차-0825,용산구,신계역사공원,서울특별시 용산구 신계동 55,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.535038,126.96587,2026-07-29 10:56:08.0
서울5차-0826,용산구,신계역사공원,서울특별시 용산구 신계동 55,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.53587,126.96605,2026-07-29 10:56:08.0
서울5차-0827,용산구,신계역사공원,서울특별시 용산구 신계동 55,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.535927,126.96672,2026-07-29 10:56:08.0
서울5차-0828,용산구,신계역사공원,서울특별시 용산구 신계동 55,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.5359,126.96714,2026-07-29 10:56:08.0
서울5차-0829,용산구,신계역사공원,서울특별시 용산구 신계동 55,3. 공원(하천),디지털뉴딜(LG U+),,임대망,2023,실외,37.535034,126.96702,2026-07-29 10:56:08.0
서울5차-0830,용산구,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,6-1. 복지 - 사회,디지털뉴딜(LG U+),,임대망,2023,실내,37.531376,127.00655,2026-07-29 10:56:08.0
서울5차-0830-1,용산구,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,6-1. 복지 - 사회,디지털뉴딜(LG U+),,임대망,2023,실내,37.531376,127.00655,2026-07-29 10:56:08.0
서울5차-0830-2,용산구,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,6-1. 복지 - 사회,디지털뉴딜(LG U+),,임대망,2023,실내,37.531376,127.00655,2026-07-29 10:56:08.0
서울5차-0831,용산구,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,6-1. 복지 - 사회,디지털뉴딜(LG U+),,임대망,2023,실내,37.53137,127.00631,2026-07-29 10:56:08.0
서울5차-0831-1,용산구,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,6-1. 복지 - 사회,디지털뉴딜(LG U+),,임대망,2023,실내,37.53137,127.00631,2026-07-29 10:56:08.0
서울5차-0831-2,용산구,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,6-1. 복지 - 사회,디지털뉴딜(LG U+),,임대망,2023,실내,37.53137,127.00631,2026-07-29 10:56:08.0
