parcel_id,pnu,jibun,land_use_code,ownership_type,area,lng,lat,dist_to_childcare_center,dist_to_nosmoking_zone,dist_to_overpass,dist_to_school,dist_to_tunnel,complaint_count,building_use,target_label
300886,1117000000000000043,후암동 400-15도,도,국유지,382.38665966666304,126.9826654762534,37.54853171244571,149.57758669,190.60493156,30.33977289,325.28328225,201.35352083,101,미지정,0
300887,1117000000000000044,후암동 358-158도,도,국유지,124.85806104796939,126.98294114082978,37.54871617640051,180.53100883,195.8880045,61.2614105,313.03227334,170.02130128,101,미지정,0
300888,1117000000000000045,후암동 445-13도,도,국유지,61.35818995605223,126.97676987120064,37.55392241780544,246.53260494,255.04605489,220.25182815,521.72866945,269.67901746,101,미지정,0
300889,1117000000000000046,후암동 446-15도,도,국유지,75.07369432365522,126.97690947938169,37.55362038151536,211.46966563,247.25934557,254.2742321,493.60810986,265.28332587,101,미지정,0
300890,1117000000000000047,후암동 1-17도,도,국유지,250.97375045524677,126.97708232751084,37.552374340015504,110.00029805,232.77952663,393.32066586,514.69496986,321.5181164,101,미지정,0
300891,1117000000000000048,후암동 14-1도,도,국유지,56.62306738074403,126.97733809866922,37.551573585346844,19.87720444,276.58976167,483.97587858,429.07930151,373.27174922,101,미지정,1
300892,1117000000000000049,후암동 9-1 도,도,국유지,10.533138131722808,126.9770375339851,37.55173791806331,44.07389008,245.09796909,463.5042244,443.98116719,375.13938289,101,미지정,1
300893,1117000000000000050,후암동 8-1 도,도,국유지,95.95053402200574,126.97726455651518,37.55176040135601,40.33310512,263.02433114,462.66047332,448.67477618,360.53056217,101,미지정,1
300894,1117000000000000051,후암동 2-2 도,도,국유지,47.820787844248116,126.97728469124282,37.55182692240908,47.63504265,262.35849495,455.50863294,456.2288641,353.6359846,101,미지정,1
300895,1117000000000000052,후암동 2-8 도,도,국유지,35.89008180011297,126.97721244609917,37.55178433169377,43.51508158,257.80064491,459.56173621,450.72576123,361.3186657,101,미지정,1
300896,1117000000000000053,후암동 7-4 도,도,국유지,125.3482925784192,126.97731036383433,37.55173668200193,37.63522329,267.71916991,465.71347924,446.62148778,360.13802421,101,미지정,1
300897,1117000000000000054,후암동 358-157도,도,국유지,313.74302149628056,126.98260503692886,37.549455409155065,238.85671479,282.81753821,60.05275223,225.77644865,155.94925942,101,미지정,0
300898,1117000000000000055,후암동 439-12 도,도,국유지,28.382097632566,126.97681293832063,37.55302609168394,185.67207925,214.84332759,319.79371023,471.5049295,298.88205157,101,미지정,0
300899,1117000000000000056,후암동 358-156도,도,국유지,26.514950233045965,126.98232278521667,37.549867589606045,276.21719014,334.78197493,51.45496148,174.40941712,168.54894865,101,미지정,1
300900,1117000000000000057,후암동 398-9도,도,국유지,21.871278899430763,126.98234840044844,37.54893945067264,177.30598043,243.7571182,55.89340817,274.81570869,203.00101456,101,미지정,0
300901,1117000000000000058,후암동 439-23 도,도,국유지,17.20680871559307,126.97673991013586,37.55282584639499,165.91123845,204.07440983,341.9210548,563.14013233,315.62752847,101,미지정,0
300902,1117000000000000059,후암동 1-9도,도,국유지,198.53859960380942,126.97694662155043,37.55257395390403,134.11861032,220.01083003,370.40702149,535.9432941,316.501937,101,미지정,0
300903,1117000000000000060,후암동 398-5도,도,국유지,15.45701751112938,126.98241904335873,37.54899609052454,185.33275256,245.56650618,62.5315541,270.00706146,194.45197241,101,미지정,0
300904,1117000000000000061,후암동 428도,도,국유지,105.02098037430551,126.97697103590606,37.552774678666474,155.47410739,223.57273656,348.29275167,448.19566548,301.61733103,101,미지정,0
300905,1117000000000000062,후암동 428-14도,도,국유지,216.84270364313852,126.97715797844913,37.55297548338271,140.51795691,243.3444587,327.58353678,441.29791822,275.51327881,101,미지정,0
300906,1117000000000000063,후암동 18-3도,도,국유지,59.781294720305596,126.9774545568589,37.55127294654526,19.76971901,300.29315399,409.35838886,397.97810763,394.78233204,101,미지정,1
300907,1117000000000000064,후암동 31-2도,도,국유지,144.5418117120862,126.97777248732307,37.55146948667847,42.93645987,316.46678141,394.32563267,425.40453984,361.20471283,101,미지정,1
300908,1117000000000000065,후암동 27-41 도,도,국유지,35.32162366807461,126.97781681757598,37.55107267684763,58.55220011,367.86761017,371.02534772,383.94077241,397.37195204,101,미지정,0
300909,1117000000000000066,후암동 26도,도,국유지,49.9299129183637,126.97741988843056,37.55100491828718,44.98104769,351.42756684,400.6146522,368.20294072,421.44318737,101,미지정,1
300910,1117000000000000067,후암동 25-1도,도,국유지,88.26237469498301,126.97737699761096,37.551039305554,40.44403602,354.35399461,405.52082668,371.21904254,420.23660035,101,미지정,1
300911,1117000000000000068,후암동 27-3도,도,국유지,87.57112354971468,126.97735760544295,37.550918458655325,53.48909831,340.87754015,402.49161954,357.72315088,432.49856531,101,미지정,0
300912,1117000000000000069,후암동 27-5도,도,국유지,52.73007545853034,126.97741085554418,37.55080774106451,66.28591969,329.92078111,394.11885302,346.61324002,440.58231036,101,미지정,0
300913,1117000000000000070,후암동 30-134도,도,국유지,27.519758781418204,126.97759001924447,37.551150318840584,37.86994461,370.62493869,392.83943714,387.17334609,399.82236368,101,미지정,1
300914,1117000000000000071,후암동 60-32도,도,국유지,921.3606263183174,126.97833017251409,37.550477218420895,137.13872535,324.91162156,305.71731833,339.03923223,440.02995095,101,미지정,0
300915,1117000000000000072,후암동 60-45도,도,국유지,42.721539770253,126.97904344168963,37.55080662037037,153.41029229,389.20310237,260.49822352,244.8782345,388.02970469,101,미지정,0
300916,1117000000000000073,후암동 45-45도,도,국유지,63.25327275134623,126.9807826404114,37.5511470131018,248.874618,524.64436533,176.17209785,86.6683756,276.5911121,101,미지정,1
300917,1117000000000000074,후암동 41-3 도,도,국유지,80.64183739293367,126.97805150165198,37.55117534196818,71.26249626,385.36909807,357.16465582,325.23150509,377.76064612,101,미지정,0
300918,1117000000000000075,후암동 30-52도,도,국유지,126.0891806576401,126.97830569950352,37.5514584938358,61.78939187,422.72812328,353.4066446,302.26049853,339.7040978,101,미지정,0
