parcel_id,pnu,jibun,land_use_code,ownership_type,area,lng,lat,dist_to_school,dist_to_nosmoking_zone,dist_to_childcare_center,dist_to_tunnel,dist_to_overpass,complaint_count,building_use,target_label
385684,1117000000000000029,후암동 257-6도,도,국유지,56.60260526626371,126.97968470357534,37.546171323687396,324.72345668,337.76645506,79.34540672,560.4478366,326.21237758,71,미지정,0
385685,1117000000000000030,후암동 418-20도,도,국유지,27.325265678577125,126.98107053122754,37.546630274228285,414.79528277,256.76909109,104.31582042,428.91630893,210.98108046,71,미지정,0
385686,1117000000000000031,후암동 415-3도,도,국유지,1315.2898056793492,126.98193185650953,37.54658269353656,531.13615386,184.83080955,96.49047152,365.63140468,190.59628356,71,미지정,0
385687,1117000000000000032,후암동 3-14 도,도,국유지,71.34383980743587,126.97757312596511,37.55173883336769,450.73543339,289.61732436,45.12858064,346.33170056,468.63819663,71,미지정,1
385688,1117000000000000033,후암동 448-193 도,도,국유지,23.88022102881223,126.97856403545518,37.55417395578371,418.50609746,405.31682679,242.94832225,108.72899515,251.9353812,71,미지정,0
385689,1117000000000000034,후암동 418-11도,도,국유지,281.1133293118328,126.98117874267454,37.54666203311062,422.90266473,246.67585787,96.50366087,418.87201537,203.28021491,71,미지정,0
385690,1117000000000000035,후암동 260도,도,국유지,818.7043913879897,126.98077391457265,37.54644675881877,396.85588042,287.10359901,135.90560109,461.80023764,242.00406658,71,미지정,0
385691,1117000000000000036,후암동 400-77 도,도,국유지,113.74131423677318,126.98301595760401,37.54838904972551,349.45988095,160.63800519,158.28286337,182.44320594,57.67463289,71,미지정,0
385692,1117000000000000037,후암동 449-12도,도,국유지,81.21752474579262,126.97679663333945,37.55391581380185,519.346089,256.51030103,244.70979853,267.46707165,221.04266087,71,미지정,0
385693,1117000000000000038,후암동 400-103도,도,국유지,27.609020641364623,126.98253335523975,37.54841010947306,335.67578289,187.10292584,131.83077792,218.21197458,16.00314794,71,미지정,0
385694,1117000000000000039,후암동 17-2도,도,국유지,63.557060025050305,126.97718580510764,37.55138836692129,406.82849663,273.3104269,9.70573877,397.82685899,503.13297893,71,미지정,0
385695,1117000000000000040,후암동 358-54도,도,국유지,93.06592801772058,126.98298019970491,37.54868808051427,317.15290173,191.58434716,180.24001559,168.59053722,62.80821722,71,미지정,0
385696,1117000000000000041,후암동 358-187도,도,국유지,29.29577973857522,126.98255335676815,37.548928693728385,280.15866677,232.96844784,182.96214743,187.91111442,57.74382561,71,미지정,0
385697,1117000000000000042,후암동 400-69 도,도,국유지,14.456728827906772,126.98307147444595,37.54831752736319,358.57002191,151.31438956,156.84799413,182.16196221,62.1018354,71,미지정,0
385698,1117000000000000043,후암동 400-15도,도,국유지,382.38665966666304,126.9826654762534,37.54853171244571,325.28328225,190.60493156,149.57758669,201.35352083,30.33977289,71,미지정,0
385699,1117000000000000044,후암동 358-158도,도,국유지,124.85806104796939,126.98294114082978,37.54871617640051,313.03227334,195.8880045,180.53100883,170.02130128,61.2614105,71,미지정,0
385700,1117000000000000045,후암동 445-13도,도,국유지,61.35818995605223,126.97676987120064,37.55392241780544,521.72866945,255.04605489,246.53260494,269.67901746,220.25182815,71,미지정,0
385701,1117000000000000046,후암동 446-15도,도,국유지,75.07369432365522,126.97690947938169,37.55362038151536,493.60810986,247.25934557,211.46966563,265.28332587,254.2742321,71,미지정,0
385702,1117000000000000047,후암동 1-17도,도,국유지,250.97375045524677,126.97708232751084,37.552374340015504,514.69496986,232.77952663,110.00029805,321.5181164,393.32066586,71,미지정,0
385703,1117000000000000048,후암동 14-1도,도,국유지,56.62306738074403,126.97733809866922,37.551573585346844,429.07930151,276.58976167,19.87720444,373.27174922,483.97587858,71,미지정,1
