parcel_id,pnu,jibun,land_use_code,ownership_type,area,lng,lat,dist_to_school,dist_to_nosmoking_zone,dist_to_childcare_center,dist_to_tunnel,dist_to_overpass,complaint_count,building_use,target_label
387490,1117000000000001835,청파동2가 36-14도,도,국유지,31.27352722606156,126.96907925456065,37.54534091187078,535.4439316,236.0156864,7.38966551,1373.63972934,159.428871,132,미지정,0
387491,1117000000000001836,청파동2가 24-1도,도,국유지,76.51302476413548,126.96948722646668,37.546199865786434,539.28918512,214.9532495,109.24587113,1280.28280839,175.41855471,132,미지정,1
387492,1117000000000001837,청파동2가 117-4도,도,국유지,229.0477299001068,126.97032507348092,37.54651488318417,567.06670636,170.21385132,177.82891839,1203.3831244,169.27132442,132,미지정,0
387493,1117000000000001838,청파동2가 53-25 도,도,국유지,51.83654752932489,126.96510318621887,37.54520685181331,270.39785056,250.06531924,29.61569142,1644.61426861,283.96923082,132,미지정,1
387494,1117000000000001839,청파동2가 53-40도,도,국유지,41.22404018417001,126.96510132579903,37.545173872234116,273.47090928,249.52299004,33.25232143,1646.99693908,283.34081225,132,미지정,1
387495,1117000000000001840,청파동2가 117-2도,도,국유지,24.677085098810494,126.97036510943296,37.54658191322204,561.86804107,172.81544914,185.82318354,1195.57561811,175.55454552,132,미지정,0
387496,1117000000000001841,청파동2가 53-24도,도,국유지,25.4573112456128,126.96540586855454,37.54518712380402,286.74942153,276.45497191,43.13697056,1624.96758282,310.23963673,132,미지정,1
387497,1117000000000001842,청파동2가 53-17도,도,국유지,149.93799208360724,126.9655524390986,37.54544695810165,271.92195866,293.30562364,42.3066372,1596.92267729,327.55259322,132,미지정,1
387498,1117000000000001843,청파동2가 116-2도,도,국유지,109.42345162667334,126.97030218518354,37.54666837619325,565.15890339,183.56198548,190.04727728,1192.60185218,186.23564814,132,미지정,0
387499,1117000000000001844,청파동2가 53-15도,도,국유지,81.6337810024852,126.96562520873886,37.54531628809725,287.14360644,297.34009406,51.64680881,1600.8752037,331.36180934,132,미지정,0
387500,1117000000000001845,청파동2가 1-174도,도,국유지,458.3285413910635,126.96477625296748,37.546944047699554,115.95673304,311.21698897,165.41598268,1558.12686666,342.04988373,132,미지정,0
387501,1117000000000001846,청파동2가 1-182 도,도,국유지,67.17657169158338,126.96509768832436,37.54683301309193,146.87825009,323.81791165,150.98852083,1540.63836057,355.83370798,132,미지정,1
387502,1117000000000001847,청파동2가 1-181 도,도,국유지,84.64215352479368,126.96515493344921,37.54682853348783,151.78953943,327.3934393,150.64432495,1536.64938247,359.53967615,132,미지정,1
387503,1117000000000001848,청파동2가 35-32도,도,국유지,39.87035186588764,126.96894832058221,37.545394623534236,522.44921376,299.65029074,14.80515141,1377.33830223,172.0095281,132,미지정,1
387504,1117000000000001849,청파동2가 115-2도,도,국유지,131.2657945516985,126.97028164039052,37.54677520857773,564.5354143,193.4797057,198.75642155,1185.4753769,198.16447787,132,미지정,0
387505,1117000000000001850,청파동2가 115-3도,도,국유지,553.644558908185,126.97017352119354,37.54665490402672,576.58745673,190.60358361,182.34915875,1201.67234785,188.06453259,132,미지정,0
387506,1117000000000001851,청파동2가 112-3 도,도,국유지,30.086089156160597,126.96967777636515,37.54687608823689,544.10906744,239.64017231,185.65502858,1216.20991058,227.71099457,132,미지정,0
387507,1117000000000001852,청파동2가 114-10도,도,국유지,47.23056051088497,126.9696170055377,37.54679364929222,539.64151269,238.03841989,175.32127772,1226.36936664,222.16684288,132,미지정,0
387508,1117000000000001853,청파동2가 114-11도,도,국유지,11.141900901740883,126.96960666079812,37.546875106220654,537.85837486,244.39432757,183.73713645,1220.90425785,230.53031861,132,미지정,0
387509,1117000000000001854,청파동2가 111-4 도,도,국유지,42.566811434866395,126.96950293410137,37.546866095161285,528.81931912,250.93189558,180.475196,1228.34295372,234.15789205,132,미지정,0
387510,1117000000000001855,청파동2가 35-31도,도,국유지,10.48990685842,126.96831019354839,37.545306333333336,475.93813298,288.115804,64.46916858,1423.97531913,225.86145396,132,미지정,1
387511,1117000000000001856,청파동2가 53-43도,도,국유지,72.22812830610201,126.9639933751132,37.545111499388916,246.46152493,151.42054794,103.63671774,1729.24724685,185.37596888,132,미지정,0
387512,1117000000000001857,청파동2가 14-1도,도,국유지,73.60443499742541,126.96936940984295,37.54671646207832,518.89248069,250.87806658,161.80604352,1248.25646326,226.57973924,132,미지정,1
387513,1117000000000001858,청파동2가 113-1도,도,국유지,131.91816271760035,126.96974896303595,37.546690595501865,552.5304936,221.82092939,168.40075646,1225.72619625,206.54103354,132,미지정,0
387514,1117000000000001859,청파동2가 15-1도,도,국유지,41.537117794388905,126.96924219598577,37.54661291641086,509.34299125,254.47643803,148.74579092,1264.30960028,224.21062066,132,미지정,0
387515,1117000000000001860,청파동2가 13-4 도,도,국유지,48.083815695892554,126.96931084086351,37.54685135811661,512.07558739,263.58822243,175.771302,1242.03744539,241.84168417,132,미지정,1
387516,1117000000000001861,청파동2가 134-2도,도,국유지,1785.6578704162966,126.96365966916325,37.544779959534466,280.22456589,122.55442322,139.4340108,1774.82433295,153.87476187,132,미지정,0
387517,1117000000000001862,청파동2가 71-141도,도,국유지,17.203627954469994,126.96823124116304,37.54532169004181,468.97314727,290.35494445,71.52440894,1427.75772903,233.00029878,132,미지정,1
387518,1117000000000001863,청파동2가 1-169도,도,국유지,2357.410389055207,126.96355069093961,37.547196945483066,11.79669712,272.35438425,67.93177377,1637.53500147,296.25267249,132,미지정,1
387519,1117000000000001864,청파동2가 71-73도,도,국유지,56.35315671074204,126.9681697869057,37.54531120360861,464.73602501,289.7320868,76.88891812,1432.45674201,238.23951649,132,미지정,0
387520,1117000000000001865,청파동2가 40-30도,도,국유지,47.33925507217646,126.96787858883248,37.54545869905729,434.31843457,309.70380858,104.40424831,1439.77104625,266.11360398,132,미지정,1
387521,1117000000000001866,청파동2가 76-5도,도,국유지,13.211769353947602,126.96893380821578,37.54471969289781,555.94734358,225.31527366,63.1551023,1433.00440781,167.2122627,132,미지정,0
387522,1117000000000001867,청파동2가 1-8도,도,국유지,797.6995380906155,126.96557330524266,37.54746534677618,180.21955304,439.1259574,121.31134384,1467.85102158,433.10238287,132,미지정,1
387523,1117000000000001868,청파동2가 104-16 도,도,국유지,14.113897552713752,126.96989795042852,37.54611285244383,576.83125668,177.73129067,119.38837873,1261.70792827,144.91277504,132,미지정,0
387524,1117000000000001869,청파동2가 104-17 도,도,국유지,22.215364293195307,126.96981353421634,37.54611693598234,569.46723052,184.77733562,115.15460216,1266.55713381,149.70537081,132,미지정,0
387525,1117000000000001870,청파동2가 53-42 도,도,국유지,34.31860594311729,126.96332597770792,37.54612961446128,131.66005728,159.03833736,159.79630583,1714.69138452,187.49928278,132,미지정,1
387526,1117000000000001871,청파동2가 101-5도,도,국유지,111.60166900174227,126.96988739239207,37.54608604029528,576.61303208,177.43550588,116.50403951,1264.50226817,143.04409436,132,미지정,0
387527,1117000000000001872,청파동2가 104-18도,도,국유지,29.002602342749014,126.96970781400066,37.546120748619096,560.2826694,193.59355267,110.21633428,1272.76920462,155.89463836,132,미지정,0
387528,1117000000000001873,청파동2가 103-5 도,도,국유지,18.767881456762552,126.96966420642802,37.54590865856633,562.55341275,189.93892577,88.77604741,1292.36249757,141.55031825,132,미지정,1
387529,1117000000000001874,청파동2가 103-4 도,도,국유지,30.12564042734448,126.96965272760323,37.54603521791742,557.87011569,194.91137601,99.59804338,1282.96288155,152.09551344,132,미지정,0
387530,1117000000000001875,청파동2가 26-2 도,도,국유지,33.61245967447758,126.969606,37.545929666666666,556.96724548,195.50621267,87.57198122,1294.24772888,146.92847278,132,미지정,1
387531,1117000000000001876,청파동2가 35-49도,도,국유지,335.87236076628324,126.9686091614687,37.54535944801037,496.88295443,293.48716686,38.94227757,1401.10199686,200.61906639,132,미지정,1
387532,1117000000000001877,청파동2가 40-29도,도,국유지,112.82871357211843,126.96771491602553,37.54540349077816,424.62595736,306.72912362,117.78855212,1454.5315243,279.44093449,132,미지정,0
387533,1117000000000001878,청파동2가 103-6 도,도,국유지,33.548794734699186,126.96967900243628,37.54581652083029,566.70332851,186.34667188,81.91827029,1298.86770921,133.84334714,132,미지정,0
387534,1117000000000001879,청파동2가 104-19도,도,국유지,34.54908204724779,126.96960885256684,37.54613558396025,551.39515046,202.33742842,107.23610518,1277.72974873,162.88875241,132,미지정,0
387535,1117000000000001880,청파동2가 32-1도,도,국유지,111.6362217736314,126.96962807308323,37.54593741914133,558.60952107,193.84588684,89.40047995,1292.27398006,146.06121792,132,미지정,0
387536,1117000000000001881,청파동2가 33-17도,도,국유지,117.32511505129514,126.96945163769989,37.54583388896782,546.93479224,206.42672974,71.23261862,1311.37276505,150.9703363,132,미지정,0
387537,1117000000000001882,청파동2가 118-3도,도,국유지,27.546017199754715,126.9704180135897,37.54632880921013,564.53038864,150.51130569,168.32821741,1212.71135889,147.18307172,132,미지정,0
387538,1117000000000001883,청파동2가 124-1 도,도,국유지,149.0395681313239,126.97044814126986,37.5459444235245,575.42839711,125.70091881,144.57546533,1242.4747618,105.59713742,132,미지정,1
387539,1117000000000001884,청파동2가 134-1도,도,국유지,77.24836221628357,126.9631854238192,37.54648402450482,96.27182074,186.96907777,118.68777611,1704.8427514,211.67481242,132,미지정,1
387540,1117000000000001885,청파동2가 120-4도,도,국유지,573.3232043037424,126.97037922521127,37.54617304004574,572.87358818,143.18962102,154.25419872,1227.72522482,131.5802266,132,미지정,0
387541,1117000000000001886,청파동2가 118-5도,도,국유지,102.85243144701235,126.97035113139114,37.546392327977244,568.29378826,159.54651896,169.16232702,1211.62371357,155.5619493,132,미지정,0
387542,1117000000000001887,청파동2가 104-33도,도,국유지,531.535197903635,126.97021736068285,37.54624848454151,584.05987461,159.75294423,149.45312094,1231.34598343,144.42621709,132,미지정,0
387543,1117000000000001888,청파동2가 104-15 도,도,국유지,63.72334792994661,126.970068556385,37.546099325509196,591.85429899,163.35917007,128.43290526,1252.41273179,135.46231842,132,미지정,0
387544,1117000000000001889,청파동2가 10-83도,도,국유지,23.56881304894341,126.96890381502286,37.54641882181995,483.70901499,271.87271195,126.68225122,1300.91275516,229.37515159,132,미지정,1
387545,1117000000000001890,청파동2가 1-145 도,도,국유지,102.34930365456967,126.9633918255953,37.54855053726862,138.90232962,311.63593545,121.1452123,1583.373866,429.22562765,132,미지정,1
387546,1117000000000001891,청파동2가 10-142 도,도,국유지,17.350558932637796,126.96888260618051,37.546126264367814,489.52141863,262.93268811,94.6621842,1324.37408319,210.77655635,132,미지정,0
387547,1117000000000001892,청파동2가 10-150도,도,국유지,19.78789123718161,126.96891112862455,37.546063427757126,493.84864912,258.67035863,87.40710783,1327.34620969,204.78463163,132,미지정,0
387548,1117000000000001893,청파동2가 106-7도,도,국유지,34.05852591525763,126.96967812479004,37.54646857758579,549.92941735,213.13568549,143.24068006,1247.34427755,188.49039213,132,미지정,0
387549,1117000000000001894,청파동2가 71-148도,도,국유지,59.89431677584071,126.96807878825841,37.54474923019187,490.85560262,229.06814871,103.46612052,1482.25703837,242.42893006,132,미지정,0
387550,1117000000000001895,청파동2가 71-17도,도,국유지,51.341564532602206,126.96813929830927,37.54467090339733,500.25755425,219.61797061,104.5508056,1484.78803006,237.63289291,132,미지정,0
387551,1117000000000001896,청파동2가 71-15도,도,국유지,314.6159013955621,126.96823640463165,37.544705510087866,505.04595863,222.26937042,95.56698917,1476.07699701,228.78972288,132,미지정,0
387552,1117000000000001897,청파동2가 71-13도,도,국유지,122.86856621369952,126.96832541222962,37.5447034035816,511.6556971,221.27473956,90.04987595,1470.82146957,220.95883833,132,미지정,0
387553,1117000000000001898,청파동2가 71-41도,도,국유지,78.39294813293964,126.96833761686999,37.54459516071317,519.40491248,209.21343111,98.29930186,1478.82271451,221.06321732,132,미지정,0
387554,1117000000000001899,청파동2가 36-27도,도,국유지,79.04931440204382,126.96900994875615,37.54535519657962,529.20494408,296.05015409,8.46867049,1376.7173185,165.7486345,132,미지정,1
387555,1117000000000001900,청파동2가 71-101 도,도,국유지,10.995085650589317,126.96763264079688,37.544800574487056,455.73632274,244.4048814,135.31291246,1506.0240764,281.6678098,132,미지정,0
387556,1117000000000001901,청파동2가 71-54도,도,국유지,30.08692225255072,126.96773025846238,37.54475242021191,465.83412569,236.65282934,129.76850745,1503.65594476,273.1899895,132,미지정,0
387557,1117000000000001902,청파동2가 71-112 도,도,국유지,20.47972696647048,126.96774197246167,37.54477274976053,465.29126789,238.5066767,127.83214132,1501.33003681,272.08018454,132,미지정,0
387558,1117000000000001903,청파동2가 71-111 도,도,국유지,44.17164534237236,126.96781743303356,37.54475510303097,471.79674477,234.77179702,122.80934614,1497.99918215,265.48039617,132,미지정,0
387559,1117000000000001904,청파동2가 71-146도,도,국유지,16.090498707839288,126.96789859930912,37.54474152605912,478.45140993,231.50306301,117.31788384,1494.01751736,258.37489155,132,미지정,0
387560,1117000000000001905,청파동2가 71-21도,도,국유지,87.11239767633379,126.96804534260352,37.54469285381598,492.10309271,223.4472902,109.52388686,1488.80368728,245.73081232,132,미지정,0
387561,1117000000000001906,청파동2가 71-25도,도,국유지,41.06727174995467,126.96773508641827,37.54483763474246,460.49070582,245.58010039,125.37110331,1496.68990063,272.57338484,132,미지정,1
387562,1117000000000001907,청파동2가 71-147도,도,국유지,69.37898412626237,126.96795507115763,37.54473486194953,482.91061604,229.64083552,113.45385239,1491.04195337,253.42371738,132,미지정,0
387563,1117000000000001908,청파동2가 8-35도,도,국유지,10.298513331450522,126.96739596666666,37.54625735333334,359.64259476,405.49203531,181.0832264,1413.51236131,333.09768715,132,미지정,0
387564,1117000000000001909,청파동2가 66-20도,도,국유지,49.61507545202039,126.96696259141378,37.544991351850015,396.35629957,287.77628925,175.1743643,1534.42487492,341.22932665,132,미지정,0
387565,1117000000000001910,청파동2가 63-10도,도,국유지,48.26152604538947,126.96692638383631,37.54501850540257,391.96661015,291.95841561,171.21836411,1534.76005273,344.58124979,132,미지정,0
387566,1117000000000001911,청파동2가 66-19도,도,국유지,103.12900479929522,126.96717869217115,37.54497991953968,411.89118425,277.975175,167.80338079,1521.24635397,322.09337356,132,미지정,1
387567,1117000000000001912,청파동2가 1-176도,도,국유지,23.578103354782797,126.96494231253466,37.548175914309475,156.89690142,349.69412137,155.26391161,1477.8222387,454.31487783,132,미지정,1
387568,1117000000000001913,청파동2가 1-177도,도,국유지,664.2889561771299,126.96501444933064,37.547796086704544,140.92323433,392.31383682,152.25685805,1492.15821874,425.02735828,132,미지정,1
387569,1117000000000001914,청파동2가 10-19도,도,국유지,2102.114583958115,126.96833872428235,37.54663798201336,430.09241683,327.33851047,162.67527015,1322.42386911,283.26607097,132,미지정,0
387570,1117000000000001915,청파동2가 67-11도,도,국유지,140.10568386135856,126.9669941989686,37.545230530353415,381.93727534,310.10380607,171.73783912,1514.55852858,340.64139339,132,미지정,0
387571,1117000000000001916,청파동2가 67-4도,도,국유지,22.87281567044556,126.9672269810606,37.54514464772728,404.12827725,292.90901644,160.87008238,1505.70321796,319.21603762,132,미지정,0
387572,1117000000000001917,청파동2가 67-10도,도,국유지,119.59166825562716,126.96733693526338,37.54531279007081,401.42966703,306.71051823,150.46124003,1485.9431533,311.4241029,132,미지정,0
387573,1117000000000001918,청파동2가 60-2도,도,국유지,20.611933148931712,126.96698919890555,37.545482893885314,365.38346414,335.71163584,169.18261439,1496.38607605,344.17576659,132,미지정,0
387574,1117000000000001919,청파동2가 60-10도,도,국유지,141.7969100313494,126.9669761443015,37.54558580017753,358.21719577,346.64364889,168.49307181,1489.8027055,347.10201237,132,미지정,1
387575,1117000000000001920,청파동2가 41-22도,도,국유지,40.532291874988005,126.96704823520871,37.54564558144787,360.19345704,350.32861519,175.44782596,1480.6482256,342.05450216,132,미지정,1
387576,1117000000000001921,청파동2가 42-2도,도,국유지,129.91877841204405,126.96713135920277,37.54584644536715,355.861096,368.5950628,179.83377592,1460.62477673,339.97677112,132,미지정,0
387577,1117000000000001922,청파동2가 42-19도,도,국유지,56.39691205101553,126.96701207565216,37.545739598434785,352.19310392,361.20409707,173.74351779,1476.32703999,347.3485841,132,미지정,0
387578,1117000000000001923,청파동2가 41-21도,도,국유지,44.38194446731359,126.96710050099448,37.545727789834245,359.64894222,357.16007155,178.30326204,1471.21246102,339.43830196,132,미지정,0
387579,1117000000000001924,청파동2가 42-27도,도,국유지,174.55629334633704,126.966495033058,37.54558201800863,323.26001034,365.14951211,126.09321791,1522.61188897,388.98779567,132,미지정,0
387580,1117000000000001925,청파동2가 42-26도,도,국유지,112.48971974523738,126.96667457402565,37.54582803542884,321.46202041,382.11574995,146.77143917,1493.03105507,378.6183152,132,미지정,0
387581,1117000000000001926,청파동2가 42-25도,도,국유지,124.07753516663797,126.96662768238409,37.54613366515157,301.83734601,414.68948897,155.60609097,1475.12093735,391.73238052,132,미지정,0
387582,1117000000000001927,청파동2가 123-4도,도,국유지,73.94353584363125,126.9705429723438,37.54597876858116,566.24520249,119.83345468,153.73331022,1234.06685676,106.80247963,132,미지정,0
387583,1117000000000001928,청파동2가 55-13도,도,국유지,26.64416596153751,126.96596630701266,37.544924294680655,339.89451078,333.40950408,99.55949697,1605.3427754,357.63651941,132,미지정,0
387584,1117000000000001929,청파동2가 59-6도,도,국유지,83.38461686100345,126.96598783136312,37.545276365719786,311.832559,361.92079604,83.57789172,1578.77567217,362.48823649,132,미지정,0
387585,1117000000000001930,청파동2가 56-9 도,도,국유지,32.65158610092476,126.96573615550214,37.545251149193945,298.98955341,306.20538318,63.40862227,1597.76957105,340.0717397,132,미지정,0
387587,1117000000000001932,청파동2가 54-1도,도,국유지,2619.7813549912535,126.96617450094999,37.545004011558724,345.1809447,328.02154829,110.2306766,1585.6148971,376.33438308,132,미지정,0
387588,1117000000000001933,청파동2가 54-11 도,도,국유지,12.000417791772634,126.96666128102439,37.544870614766396,385.71376253,290.31764255,155.31310722,1563.14152799,367.47869169,132,미지정,0
387589,1117000000000001934,청파동2가 60-20도,도,국유지,148.0456580715254,126.96660958002077,37.54511579971071,363.76575152,315.53907706,141.29851636,1548.45076572,373.25290768,132,미지정,1
387590,1117000000000001935,청파동2가 63-22도,도,국유지,85.97393337311223,126.96617465499207,37.54531202855892,320.74608713,355.13880043,98.81919508,1563.53179744,379.36951076,132,미지정,0
387591,1117000000000001936,청파동2가 60-14도,도,국유지,135.25028340530116,126.96647496925199,37.54540149079614,334.11327165,348.7518574,123.98788806,1536.80459707,388.2014682,132,미지정,0
387592,1117000000000001937,청파동2가 97-16도,도,국유지,128.61476286844118,126.96968452229345,37.54557052577594,575.70618111,182.32364459,65.38409409,1318.50401963,117.88047279,132,미지정,0
387593,1117000000000001938,청파동2가 98-6도,도,국유지,101.05841023498215,126.96992394930527,37.545744066271986,589.75484283,163.56158735,93.48147312,1290.00770988,112.30392325,132,미지정,1
387594,1117000000000001939,청파동2가 97-20 도,도,국유지,18.12065831455402,126.96972267442489,37.54542945593143,584.27329369,178.74518167,62.57166133,1327.81538421,107.8951191,132,미지정,1
387595,1117000000000001940,청파동2가 97-18 도,도,국유지,16.924025542568415,126.96971919801024,37.54559679039892,577.63305219,179.45456885,69.49027013,1314.28418785,116.72106812,132,미지정,0
387596,1117000000000001941,청파동2가 97-19 도,도,국유지,30.091541428118944,126.96972858322468,37.54550779791395,581.72568838,178.17174584,65.86190151,1321.01722555,111.13824339,132,미지정,0
387597,1117000000000001942,청파동2가 93-1도,도,국유지,730.8201927274931,126.97037269053114,37.54532216385949,608.96790804,122.4501127,117.93420469,1299.19916815,51.72727687,132,미지정,0
387598,1117000000000001943,청파동2가 90-27도,도,국유지,20.611995815765113,126.97027128408281,37.54523786509636,737.00536084,132.88499054,109.0033074,1312.12374046,54.95935604,132,미지정,0
387599,1117000000000001944,청파동2가 95-1도,도,국유지,726.6961087406962,126.9702614828454,37.54580254662508,596.44748013,135.90455881,122.47668906,1265.20264253,98.4461305,132,미지정,1
387600,1117000000000001945,청파동2가 129-3 도,도,국유지,40.2086622947827,126.97042875557996,37.54558541110705,592.07109904,116.87398779,127.32482301,1273.66355171,70.17438069,132,미지정,0
387601,1117000000000001946,청파동2가 124-2도,도,국유지,387.64264967443887,126.97042707143181,37.54584612165222,581.05718211,123.37147698,137.68748456,1251.88473295,96.07613436,132,미지정,0
387602,1117000000000001947,청파동2가 35-36도,도,국유지,151.8754260665737,126.96935502365804,37.54530430046174,559.39425853,212.03316314,28.02336217,1359.96392995,134.74651102,132,미지정,1
387603,1117000000000001948,청파동2가 35-7도,도,국유지,45.15216678287834,126.9694758273777,37.545324356576515,568.34623341,201.20308626,38.87292212,1351.10939481,124.86378435,132,미지정,1
387604,1117000000000001949,청파동2가 97-15도,도,국유지,57.51543039176613,126.96959312193039,37.545310345497946,578.5131762,191.02225617,49.05740164,1345.30030165,114.43954615,132,미지정,1
387605,1117000000000001950,청파동2가 97-1도,도,국유지,36.07463272602763,126.96982843755664,37.54526252256661,599.76560322,170.99976774,69.79062753,1335.46400602,92.97845594,132,미지정,0
387606,1117000000000001951,청파동2가 91-3도,도,국유지,23.711397902690805,126.9699840440538,37.545252788900385,739.33873326,157.56345579,83.57175661,1327.26738045,79.45109391,132,미지정,0
387607,1117000000000001952,청파동2가 90-5도,도,국유지,40.40014647814678,126.97006607125518,37.54511796965285,724.10204681,153.60924058,92.57474317,1333.96887973,69.29855419,132,미지정,0
387608,1117000000000001953,청파동2가 90-26도,도,국유지,30.79784073261544,126.97013950573248,37.54522311380042,735.5715628,144.62402961,97.46830287,1320.86285548,65.35049344,132,미지정,0
387609,1117000000000001954,청파동2가 97-21 도,도,국유지,66.45555548556149,126.96968321235822,37.54533750734264,584.74618546,182.81834145,57.24783927,1337.73816934,107.62559299,132,미지정,0
387610,1117000000000001955,청파동2가 91-6도,도,국유지,65.73968933941796,126.96985576943929,37.54522402767624,736.73572287,169.26772901,72.46205011,1337.09666107,89.61409825,132,미지정,0
387611,1117000000000001956,청파동2가 91-5도,도,국유지,111.80892650969326,126.96998966029214,37.545243216793146,738.25574943,157.24610924,84.11608123,1327.74939167,78.67524524,132,미지정,0
387612,1117000000000001957,청파동2가 89-2도,도,국유지,107.34149266639724,126.96902944281496,37.54510019531249,542.92203563,268.36027278,20.25271132,1396.13065306,160.23933449,132,미지정,1
387613,1117000000000001958,청파동2가 84-6도,도,국유지,37.06547154625878,126.96904932680603,37.54491878808326,553.82517164,248.85156237,40.37884216,1409.76795794,156.64720042,132,미지정,1
387614,1117000000000001959,청파동2가 89-1도,도,국유지,108.3319359018933,126.96919721000451,37.54523177028822,549.93614823,226.75456379,15.06468098,1375.34143386,147.0692064,132,미지정,1
387615,1117000000000001960,청파동2가 71-2도,도,국유지,60.43837792426348,126.96851015530672,37.5451807504598,498.08375869,273.56012666,48.08900354,1421.3620316,206.79623444,132,미지정,0
387616,1117000000000001961,청파동2가 36-22도,도,국유지,100.17146000207867,126.96869610455624,37.54520915024968,511.18060371,277.12710742,31.38570692,1407.63105791,190.76359937,132,미지정,1
387617,1117000000000001962,청파동3가 132-169도,도,국유지,38.822213371284306,126.96457751675932,37.54275949688394,315.52268788,316.76895177,138.79729862,1857.56773641,329.91104798,133,미지정,0
387618,1117000000000001963,청파동3가 132-173도,도,국유지,82.73496167943813,126.96459343054732,37.54291895712309,328.16319427,304.28841004,129.57499952,1844.36587541,318.76926485,133,미지정,0
387619,1117000000000001964,청파동3가 132-227 도,도,국유지,149.56978804897517,126.96468099580298,37.54314182179159,350.70348628,291.92450947,125.31562441,1821.8116912,308.79140423,133,미지정,0
387620,1117000000000001965,청파동3가 132-76도,도,국유지,345.6318321953295,126.96434798026277,37.54309206040831,326.14787016,275.51772106,101.05599718,1847.1957925,289.79477733,133,미지정,1
387621,1117000000000001966,청파동3가 132-84 도,도,국유지,112.9895008909516,126.96453267825571,37.542826296309144,317.32112951,308.5362137,131.09123886,1855.33104415,321.89243169,133,미지정,0
387622,1117000000000001967,청파동3가 132-228 도,도,국유지,101.00812862697057,126.96456382404352,37.54299766417428,332.15946575,296.06931214,122.81501466,1840.29548007,311.0003322,133,미지정,1
387623,1117000000000001968,청파동3가 132-177도,도,국유지,11.456388836493716,126.96476492979453,37.54273635273972,326.85960333,329.50034247,153.51347128,1847.4111666,343.64337387,133,미지정,1
387624,1117000000000001969,청파동3가 132-121도,도,국유지,44.678308618604206,126.96217294968898,37.54214288144896,136.61518841,303.00502033,123.62568103,2060.81424991,301.01155949,133,미지정,1
387625,1117000000000001970,청파동3가 132-77 도,도,국유지,151.49805757921422,126.96462906775437,37.54270994556128,315.59177289,323.91045292,145.80622976,1858.08465632,337.01753578,133,미지정,0
387626,1117000000000001971,청파동3가 132-225 도,도,국유지,52.41657155007124,126.96467611246257,37.543214176771464,356.03514779,286.1220193,122.25207038,1816.67043437,303.58790413,133,미지정,0
387627,1117000000000001972,청파동3가 132-172 도,도,국유지,16.895177765749395,126.96465481277211,37.54304087276244,341.30392106,298.14229047,127.67578735,1831.1470582,314.00051955,133,미지정,0
387628,1117000000000001973,청파동3가 132-175도,도,국유지,10.392136668320745,126.96466594966179,37.54282876655655,326.44845032,316.02268447,140.45084293,1846.60606335,330.25468279,133,미지정,0
387629,1117000000000001974,청파동3가 132-113도,도,국유지,39.8427007192513,126.96217696110291,37.542060537666174,127.80128146,294.33529824,116.07320514,2066.5517557,310.15202849,133,미지정,1
387630,1117000000000001975,청파동3가 132-209도,도,국유지,57.581339374301024,126.96310833818809,37.542453500241315,202.13021247,287.13942146,123.33732563,1975.99687371,285.69241274,133,미지정,0
387631,1117000000000001976,청파동3가 133-28도,도,국유지,195.59386664466,126.96478984210921,37.54202185422832,287.56299216,338.88147015,182.11171535,1901.90715307,403.30439413,133,미지정,0
387632,1117000000000001977,청파동3가 132-137도,도,국유지,82.3583973380737,126.96218388790966,37.54192561503802,113.48170509,280.20465988,104.23030737,2075.98221265,325.13186062,133,미지정,1
387633,1117000000000001978,청파동3가 132-182도,도,국유지,18.24402228463441,126.96478366666668,37.54226233333333,299.19130509,371.48816899,190.30273804,1883.23100399,382.55603219,133,미지정,0
387634,1117000000000001979,청파동3가 132-213도,도,국유지,51.22012629033998,126.96482308122694,37.5429035038619,342.43220116,319.43973623,147.91025828,1830.83765569,335.18782623,133,미지정,1
387635,1117000000000001980,청파동3가 132-201도,도,국유지,642.572734921705,126.96293798647334,37.5439079974534,343.36335117,129.7530931,40.55273622,1884.15629357,137.69012357,133,미지정,1
387636,1117000000000001981,청파동3가 132-157도,도,국유지,226.4960218805354,126.96347395504934,37.54377317660518,346.08599375,167.94658638,27.14115652,1856.36797559,181.83619658,133,미지정,0
387637,1117000000000001982,청파동3가 132-64도,도,국유지,3146.8840912251035,126.96235046892967,37.543067115651915,240.23933148,209.86577161,66.84149708,1982.8431118,201.22473291,133,미지정,0
387638,1117000000000001983,청파동3가 118-114도,도,국유지,72.73486354481429,126.96700649003215,37.54316885107768,551.51886358,143.21854703,282.92602236,1674.92229772,384.87420117,133,미지정,0
387639,1117000000000001984,청파동3가 118-115도,도,국유지,138.87853438174352,126.96713169233941,37.54316216345316,558.34427091,132.63539672,274.30738585,1668.03624113,375.59350019,133,미지정,0
387640,1117000000000001985,청파동3가 122-1도,도,국유지,250.34069091978017,126.96936796951054,37.54215594385998,404.35370678,97.09213866,77.35308608,1633.4636708,151.5478754,133,미지정,0
387641,1117000000000001986,청파동3가 70-1도,도,국유지,22.034946576692164,126.97086915557534,37.54266054477335,453.24264934,116.2211825,187.29306015,1513.60535626,91.44931163,133,미지정,1
387642,1117000000000001987,청파동3가 56-4도,도,국유지,274.19418827281334,126.97083790869853,37.543819287569306,581.12440403,110.0746951,227.25295101,1407.7305057,113.78728206,133,미지정,1
