"노드링크 유형","노드 WKT","노드 ID","노드 유형 코드","링크 WKT","링크 ID","링크 유형 코드","시작노드 ID","종료노드 ID","링크 길이","시군구코드","시군구명","읍면동코드","읍면동명","지하철역코드","지하철역명","리프트","엘리베이터"
"NODE","POINT(126.98270162478514 37.56962187537021)","86843","0","","0","","","","","1111000000","종로구","1111012300","서린동","273","종각","0","0"
"NODE","POINT(126.957311447406 37.57514399751153)","213707","1","","0","","","","","1111000000","종로구","1111018700","무악동","152","독립문","0","0"
"LINK","","0","","LINESTRING(127.00036388634449 37.57092784136283,127.00043946903459 37.57083670977911)","203043","1000","212630","211596","12.1200","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00208968641434 37.571173709765596,127.0020788375253 37.57126089666362)","219503","1000","212799","138140","9.7240","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.99965918179605 37.57100628699029,126.99975600586143 37.57101308730561)","226364","1000","211792","211768","8.5870","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00178076510795 37.57115952907968,127.0016615459382 37.57116126066977)","248007","1000","212193","185967","10.5340","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00193818725627 37.5708237971757,127.00213423254078 37.570830886669704)","280695","1000","212125","211676","17.3370","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(126.98455989793267 37.570216364888275)","212578","0","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(126.98602425507646 37.570367862010315)","212580","1","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.99969620374662 37.57076601775221,126.99949116520736 37.57075921697075)","273117","1000","212701","212674","18.1290","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"NODE","POINT(126.98261142753643 37.56985908587345)","212609","0","","0","","","","","1111000000","종로구","1111012300","서린동","273","종각","0","0"
"NODE","POINT(126.97232742324682 37.57627262400803)","212610","0","","0","","","","","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.97275521579131 37.576199430537514)","212613","0","","0","","","","","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.97259187302636 37.576090635405826)","212614","0","","0","","","","","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(127.00031416847236 37.571054312597234)","212620","0","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(127.011918860164 37.57205382516591)","212623","0","","0","","","","","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"NODE","POINT(126.98480046456208 37.570374803668464)","212626","1","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(127.00036388634449 37.57092784136283)","212630","0","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(126.97321585505145 37.57564865645558)","212631","1","","0","","","","","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.977503872108 37.57072118731253)","212634","1","","0","","","","","1111000000","종로구","1111011900","세종로","274","광화문(세종문화회관)","0","0"
"LINK","","0","","LINESTRING(127.01591211120255 37.573238455348914,127.0158608830301 37.57329756951232)","258522","1000","212374","211842","7.9700","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"LINK","","0","","LINESTRING(127.01582230682997 37.573486717947645,127.01582230682997 37.573486717947645,127.0158608830301 37.57329756951232)","218988","1000","212802","211842","21.2680","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"LINK","","0","","LINESTRING(126.99171786464792 37.570564803847354,126.99136290743297 37.5705553495967)","270419","1000","211614","139634","31.3750","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.9925895416659 37.57044209571254,126.99261106132509 37.5702646951508)","270469","1000","211612","211619","19.7810","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.98885283301232 37.57245082068118,126.98897026215894 37.57251007537009,126.98952482506996 37.572514833992784)","243328","1000","211639","135570","61.2760","1111000000","종로구","1111013700","낙원동","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99261106132509 37.5702646951508,126.99240927281508 37.570262049296254)","243480","1000","211619","211586","17.8290","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99116601227134 37.57258859337991,126.9911693278095 37.5725257295237)","247416","1000","211643","211597","6.9830","1111000000","종로구","1111015300","돈의동","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99140033532385 37.57020668600982,126.9917410583361 37.57022514170538)","225127","1000","211588","211591","30.1700","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99214130747008 37.57041738185907,126.9925895416659 37.57044209571254)","237524","1000","211584","211612","39.6930","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99261106132509 37.5702646951508,126.99280954057095 37.57028050572148)","196717","1000","211619","211598","17.6220","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"NODE","POINT(127.02297735704515 37.57595176742774)","211950","0","","0","","","","","1111000000","종로구","1111017500","숭인동","119","신설동","0","1"
"LINK","","0","","LINESTRING(127.00173917151919 37.57081197881634,127.00174312956021 37.57067876388195)","273825","1000","211641","138176","14.7890","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.99969620374662 37.57076601775221,126.99980157077349 37.57077508474403)","264311","1000","212701","211794","9.3630","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.99258125421412 37.57061752230799,126.9927820927281 37.570611925769676)","8918","1000","211615","135656","17.7530","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99116186895904 37.57265771067058,126.99104038125857 37.572655707708435)","26897","1000","211642","135567","10.7340","1111000000","종로구","1111015300","돈의동","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99238253659918 37.57059431712033,126.99258125421412 37.57061752230799)","49244","1111","211585","211615","17.7430","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"NODE","POINT(127.00053914234637 37.571070178626854)","211948","1","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(126.98254594981553 37.57041704913163)","211946","0","","0","","","","","1111000000","종로구","1111012700","공평동","273","종각","0","0"
"NODE","POINT(126.98432527401249 37.57005319781874)","211943","1","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","1","0"
"NODE","POINT(127.0158608830301 37.57329756951232)","211842","0","","0","","","","","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","1"
"NODE","POINT(126.95751889193623 37.57496072205754)","215502","0","","0","","","","","1111000000","종로구","1111018700","무악동","152","독립문","0","0"
"NODE","POINT(127.01546995294608 37.579924238231975)","167346","1","","0","","","","","1111000000","종로구","1111017500","숭인동","270","창신","1","0"
"NODE","POINT(127.01048106360342 37.57127610968704)","212138","1","","0","","","","","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"LINK","","0","","LINESTRING(126.98455989793267 37.570216364888275,126.98456290147026 37.57005559342213)","231871","1000","212578","212079","17.8460","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98270162478514 37.56962187537021,126.98261142753643 37.56985908587345)","224783","1000","86843","212609","27.5070","1111000000","종로구","1111012300","서린동","273","종각","0","0"
"LINK","","0","","LINESTRING(127.011918860164 37.57205382516591,127.01168715821836 37.57199946963154)","225383","1000","212623","211848","21.3390","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"NODE","POINT(126.9666090580199 37.56634017520384)","129122","1","","0","","","","","1111000000","종로구","1111017700","평동","151","서대문","0","0"
"NODE","POINT(127.00174312956021 37.57067876388195)","138176","1","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(127.00213359041985 37.57068824724367)","138182","1","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.99193946010993 37.570957143976855,126.99181706509819 37.5709334380867)","171079","1000","211583","211592","11.1280","1111000000","종로구","1111015100","묘동","265","종로3가","0","0"
"NODE","POINT(126.98456290147026 37.57005559342213)","212079","0","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.9911693278095 37.5725257295237,126.9910817909188 37.572526275551105)","49394","1000","211597","135572","7.7330","1111000000","종로구","1111015300","돈의동","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99171786464792 37.570564803847354,126.99186553544038 37.5705742122576)","174072","1000","211614","135668","13.0870","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(127.011918860164 37.57205382516591,127.01196087007087 37.571942315181126)","242729","1000","212623","3","12.9210","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"LINK","","0","","LINESTRING(126.98324996679368 37.570235100636765,126.98324686933992 37.57080253024977,126.98317524200836 37.57081607315802)","235268","1000","212085","211269","69.4820","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(126.98245991294824 37.569974913773805)","212145","1","","0","","","","","1111000000","종로구","1111012300","서린동","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98254594981553 37.57041704913163,126.98287874505485 37.57082917994143)","237479","1000","211946","133576","54.3750","1111000000","종로구","1111012700","공평동","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98456877631862 37.57037477361171,126.98480046456208 37.570374803668464)","239045","1000","212436","212626","20.4680","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(127.00193818725627 37.5708237971757)","212125","0","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(127.00179775602791 37.582909160010864)","212120","0","","0","","","","","1111000000","종로구","1111016800","동숭동","267","혜화","0","0"
"NODE","POINT(127.00205320961277 37.581438569186034)","212119","0","","0","","","","","1111000000","종로구","1111016600","연건동","267","혜화","0","0"
"NODE","POINT(127.01587272865775 37.57169713324989)","99451","1","","0","","","","","1111000000","종로구","1111017500","숭인동","268","동묘앞","1","0"
"LINK","","0","","LINESTRING(126.98584903504013 37.570202340698316,126.98455989793267 37.570216364888275)","155908","1000","212429","212578","113.8960","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(127.01563312210116 37.57167682275398)","99446","1","","0","","","","","1111000000","종로구","1111017400","창신동","268","동묘앞","0","0"
"NODE","POINT(127.01512858634003 37.57299526969099)","99444","1","","0","","","","","1111000000","종로구","1111017400","창신동","268","동묘앞","0","0"
"NODE","POINT(126.9844355862731 37.576214551990894)","211622","1","","0","","","","","1111000000","종로구","1111014100","안국동","269","안국","0","0"
"LINK","","0","","LINESTRING(126.98455989793267 37.570216364888275,126.98456877631862 37.57037477361171)","195772","1000","212578","212436","17.5990","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98245991294824 37.569974913773805,126.98261142753643 37.56985908587345)","178069","1000","212145","212609","18.5590","1111000000","종로구","1111012300","서린동","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98273312421301 37.570237390467035,126.98324996679368 37.570235100636765)","199805","1000","212790","212085","45.6600","1111000000","종로구","1111013500","관철동","273","종각","0","0"
"NODE","POINT(126.97700053810094 37.57025059624365)","211567","0","","0","","","","","1111000000","종로구","1111011900","세종로","274","광화문(세종문화회관)","0","0"
"NODE","POINT(127.01196087007087 37.571942315181126)","3","0","","0","","","","","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"NODE","POINT(127.01047718163113 37.57165241043664)","4","0","","0","","","","","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"NODE","POINT(126.97737464860542 37.57076135557783)","211566","0","","0","","","","","1111000000","종로구","1111011900","세종로","274","광화문(세종문화회관)","0","0"
"LINK","","0","","LINESTRING(127.00173917151919 37.57081197881634,127.00193818725627 37.5708237971757)","23883","1000","211641","212125","17.6300","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"NODE","POINT(126.98287874505485 37.57082917994143)","133576","1","","0","","","","","1111000000","종로구","1111012700","공평동","273","종각","0","0"
"NODE","POINT(126.983941537189 37.57038765787751)","211280","1","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(127.00823807608413 37.57126297602143)","211279","1","","0","","","","","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"NODE","POINT(126.98612546537694 37.577128985009004)","211278","1","","0","","","","","1111000000","종로구","1111014700","재동","269","안국","0","0"
"NODE","POINT(126.97741376274321 37.57208162838412)","211277","1","","0","","","","","1111000000","종로구","1111011900","세종로","274","광화문(세종문화회관)","0","0"
"NODE","POINT(126.98608418079209 37.57652651813186)","211276","1","","0","","","","","1111000000","종로구","1111013400","경운동","269","안국","0","0"
"NODE","POINT(127.00167204751554 37.57080494000384)","211275","1","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.98261142753643 37.56985908587345,126.98273312421301 37.570237390467035)","169288","1000","212609","212790","43.3420","1111000000","종로구","1111012600","종로1가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98324996679368 37.570235100636765,126.98358561915713 37.57022569061446)","140474","1000","212085","212567","29.6710","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98455989793267 37.570216364888275,126.98358561915713 37.57022569061446)","99135","1000","212578","212567","86.0770","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98602425507646 37.570367862010315,126.98584603426106 37.57036311219375,126.98584903504013 37.570202340698316)","43100","1000","212580","212429","33.5990","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98358561915713 37.57022569061446,126.98357674287102 37.57006728181356,126.98393912860145 37.57005314591761)","40465","1000","212567","212189","49.6520","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.97737464860542 37.57076135557783,126.977503872108 37.57072118731253)","257206","1000","211566","212634","12.2560","1111000000","종로구","1111011900","세종로","274","광화문(세종문화회관)","0","0"
"LINK","","0","","LINESTRING(127.01565843647487 37.57290246442947,127.01575324625662 37.57173922056284)","216243","1000","211252","212648","129.3780","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"LINK","","0","","LINESTRING(126.97331975840963 37.57583545887425,126.97330794191934 37.575651041602754,126.97321585505145 37.57564865645558)","1104","1000","212382","212631","28.6340","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.98358561915713 37.57022569061446,126.98358855579333 37.570379370000985,126.983941537189 37.57038765787751)","51189","1000","212567","211280","48.2550","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(126.99969620374662 37.57076601775221)","212701","0","","0","","","","","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.97410401290497 37.57577297983848,126.97543485750644 37.5756928784237,126.97552080909323 37.57628869727206)","152169","1000","211626","212811","184.4610","1111000000","종로구","1111011900","세종로","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.97331975840963 37.57583545887425,126.9725681768323 37.575903851020115)","153216","1000","212382","212546","66.8240","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(127.02302694169391 37.57604619522131)","212692","1","","0","","","","","1111000000","종로구","1111017500","숭인동","119","신설동","0","0"
"NODE","POINT(126.98268850812248 37.57049982033886)","212691","1","","0","","","","","1111000000","종로구","1111012700","공평동","273","종각","0","1"
"LINK","","0","","LINESTRING(126.97275521579131 37.576199430537514,126.9728265418167 37.57611196826285)","177042","1000","212613","211728","11.5730","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.97325741184406 37.57599127152532,126.97335535396778 37.575979688584326,126.97331975840963 37.57583545887425)","241181","1000","131959","212382","25.0610","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.97410401290497 37.57577297983848,126.97413365201709 37.575965675947124)","245987","1000","211626","212372","21.5470","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.9725681768323 37.575903851020115,126.97250585199325 37.57574779340012,126.97220484420401 37.57578863877722)","244909","1000","212546","131968","45.1480","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.97275521579131 37.576199430537514,126.97271914705718 37.57630885297139)","280879","1000","212613","131957","12.5560","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.98456877631862 37.57037477361171,126.98441134762048 37.57037238863719)","75821","1000","212436","211797","13.9100","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(126.98952482506996 37.572514833992784)","135570","1","","0","","","","","1111000000","종로구","1111013700","낙원동","265","종로3가","0","0"
"NODE","POINT(126.99116601227134 37.57258859337991)","211643","0","","0","","","","","1111000000","종로구","1111015300","돈의동","265","종로3가","0","0"
"NODE","POINT(127.00225226116126 37.58169863717817)","212118","0","","0","","","","","1111000000","종로구","1111016800","동숭동","267","혜화","0","1"
"NODE","POINT(127.00175612966481 37.58144803112957)","212117","0","","0","","","","","1111000000","종로구","1111017200","명륜4가","267","혜화","0","1"
"NODE","POINT(127.00132242986497 37.58355698087785)","212116","1","","0","","","","","1111000000","종로구","1111017200","명륜4가","267","혜화","0","0"
"NODE","POINT(127.00904036229613 37.57079391329676)","212110","0","","0","","","","","1111000000","종로구","1111016400","종로6가","272","동대문","0","1"
"LINK","","0","","LINESTRING(127.01546995294608 37.579924238231975,127.01547048399392 37.57974001461572)","27914","1000","167346","212419","20.4470","1111000000","종로구","1111017500","숭인동","270","창신","0","0"
"NODE","POINT(126.98635611229932 37.577084297916265)","134209","1","","0","","","","","1111000000","종로구","1111014800","계동","269","안국","0","0"
"NODE","POINT(126.97220484420401 37.57578863877722)","131968","1","","0","","","","","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(127.00956606370545 37.57035884216377,127.00996763821652 37.57081415892967)","9730","1000","212646","212169","61.7440","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"NODE","POINT(126.99171786464792 37.570564803847354)","211614","0","","0","","","","","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"NODE","POINT(126.99172284551783 37.57039464318416)","211613","0","","0","","","","","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"NODE","POINT(126.9925895416659 37.57044209571254)","211612","0","","0","","","","","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"NODE","POINT(127.00062457346921 37.57083444225304)","211610","1","","0","","","","","1111000000","종로구","1111016300","종로5가","266","종로5가","1","0"
"NODE","POINT(126.98617029383247 37.57686021898668)","211602","0","","0","","","","","1111000000","종로구","1111014700","재동","269","안국","0","0"
"NODE","POINT(126.99280954057095 37.57028050572148)","211598","1","","0","","","","","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"NODE","POINT(126.98539951911522 37.576342346783235)","211654","1","","0","","","","","1111000000","종로구","1111013400","경운동","269","안국","0","0"
"NODE","POINT(126.97652641973774 37.57052538013461)","211653","1","","0","","","","","1111000000","종로구","1111011900","세종로","274","광화문(세종문화회관)","0","0"
"LINK","","0","","LINESTRING(127.00213423254078 37.570830886669704,127.00213359041985 37.57068824724367)","26704","1000","211676","138182","15.8310","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00178076510795 37.57115952907968,127.00176885085301 37.57124903950046)","188249","1000","212193","138098","9.9900","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00167204751554 37.57080494000384,127.00173917151919 37.57081197881634)","194714","1000","211275","211641","5.9810","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00031416847236 37.571054312597234,127.00008065138539 37.57103575444844)","223329","1000","212620","211765","20.7320","1111000000","종로구","1111016300","종로5가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(127.00956606370545 37.57035884216377,127.00933734173553 37.57032576038782)","102497","1000","212646","212376","20.5370","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"NODE","POINT(127.02273646350554 37.57583799565782)","213579","1","","0","","","","","1111000000","종로구","1111017500","숭인동","119","신설동","0","0"
"LINK","","0","","LINESTRING(127.00956606370545 37.57035884216377,127.00942352984275 37.57070404024433,127.0093195885097 37.5708790060882)","52151","1000","212646","212555","61.8100","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"LINK","","0","","LINESTRING(127.01575324625662 37.57173922056284,127.0158928568264 37.57174393043344,127.01587272865775 37.57169713324989)","219200","1000","212648","99451","17.8340","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"LINK","","0","","LINESTRING(127.01591211120255 37.573238455348914,127.01609254967542 37.57315508963903,127.01559941918362 37.57300147692462,127.01541043720333 37.573069179571554)","241111","1000","212374","212644","83.5180","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"NODE","POINT(127.01734448609635 37.57333674893915)","14182","1","","0","","","","","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"NODE","POINT(126.98358561915713 37.57022569061446)","212567","0","","0","","","","","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"NODE","POINT(127.01547048399392 37.57974001461572)","212419","0","","0","","","","","1111000000","종로구","1111017500","숭인동","270","창신","0","0"
"LINK","","0","","LINESTRING(127.01047718163113 37.57165241043664,127.01045405939195 37.57175600025344,127.01063491211525 37.571789902668684)","29686","1000","4","153063","28.0910","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"LINK","","0","","LINESTRING(127.0093195885097 37.5708790060882,127.00912056425383 37.57080809287864,127.00892750229377 37.57091450076554,127.00872566188639 37.57096161215126)","17909","1000","212555","154041","58.5900","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"LINK","","0","","LINESTRING(127.01591211120255 37.573238455348914,127.01619593666405 37.57330084304634)","197882","1000","212374","159705","26.0110","1111000000","종로구","1111017500","숭인동","268","동묘앞","0","0"
"NODE","POINT(127.00008065138539 37.57103575444844)","211765","1","","0","","","","","1111000000","종로구","1111016100","종로4가","266","종로5가","1","0"
"NODE","POINT(126.99975600586143 37.57101308730561)","211768","1","","0","","","","","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.97232742324682 37.57627262400803,126.97242343703854 37.57636997181606)","132936","1000","212610","153200","13.7360","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(127.00912056425383 37.57080809287864)","211777","0","","0","","","","","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"LINK","","0","","LINESTRING(126.97259187302636 37.576090635405826,126.97275521579131 37.576199430537514)","112063","1000","212614","212613","18.8150","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.99968069821841 37.570873462781385)","211779","0","","0","","","","","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"LINK","","0","","LINESTRING(126.97259187302636 37.576090635405826,126.97232742324682 37.57627262400803)","61307","1000","212614","212610","30.8820","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.9725681768323 37.575903851020115,126.97259187302636 37.576090635405826)","50681","1000","212546","212614","20.8360","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.97232742324682 37.57627262400803,126.97216626757961 37.57615810839241)","44692","1000","212610","153206","19.0840","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.97331975840963 37.57583545887425,126.97410401290497 37.57577297983848)","4947","1000","212382","211626","69.6240","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(127.00996763821652 37.57081415892967)","212169","1","","0","","","","","1111000000","종로구","1111017400","창신동","272","동대문","0","0"
"NODE","POINT(127.01602335654462 37.57300793512578)","159707","1","","0","","","","","1111000000","종로구","1111017500","숭인동","268","동묘앞","1","0"
"NODE","POINT(127.01619593666405 37.57330084304634)","159705","1","","0","","","","","1111000000","종로구","1111017500","숭인동","268","동묘앞","1","0"
"NODE","POINT(126.99136290743297 37.5705553495967)","139634","1","","0","","","","","1111000000","종로구","1111015600","종로3가","265","종로3가","0","0"
"LINK","","0","","LINESTRING(126.99965918179605 37.57100628699029,126.99947407701845 37.57099268615978)","23415","1000","211792","211901","16.4220","1111000000","종로구","1111016100","종로4가","266","종로5가","0","0"
"NODE","POINT(126.97325741184406 37.57599127152532)","131959","1","","0","","","","","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.99185052385326 37.572669886627445)","137497","1","","0","","","","","1111000000","종로구","1111015100","묘동","265","종로3가","1","0"
"NODE","POINT(126.97271914705718 37.57630885297139)","131957","1","","0","","","","","1111000000","종로구","1111010700","적선동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.98476829617726 37.57619804536121)","211688","0","","0","","","","","1111000000","종로구","1111013400","경운동","269","안국","0","0"
"NODE","POINT(127.01049296509703 37.571417966123946)","212410","0","","0","","","","","1111000000","종로구","1111017400","창신동","272","동대문","0","1"
"NODE","POINT(127.01551499790813 37.57951303710329)","212418","0","","0","","","","","1111000000","종로구","1111017500","숭인동","270","창신","0","1"
"LINK","","0","","LINESTRING(126.98268850812248 37.57049982033886,126.98254594981553 37.57041704913163)","149098","1000","212691","211946","15.5890","1111000000","종로구","1111012700","공평동","273","종각","0","0"
"NODE","POINT(127.00872566188639 37.57096161215126)","154041","1","","0","","","","","1111000000","종로구","1111016400","종로6가","272","동대문","0","0"
"NODE","POINT(126.97242343703854 37.57636997181606)","153200","1","","0","","","","","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"NODE","POINT(126.97216626757961 37.57615810839241)","153206","1","","0","","","","","1111000000","종로구","1111011400","내자동","271","경복궁(정부서울청사)","0","0"
"LINK","","0","","LINESTRING(126.98254594981553 37.57041704913163,126.98273312421301 37.570237390467035)","241256","1000","211946","212790","25.9040","1111000000","종로구","1111012600","종로1가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98237046814589 37.570357644084154,126.98254594981553 37.57041704913163)","245829","1000","211271","211946","16.8460","1111000000","종로구","1111012600","종로1가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98584903504013 37.570202340698316,126.98584906769385 37.570029747382236,126.98608669556671 37.570029775626466)","254944","1000","212429","212375","40.1490","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98456290147026 37.57005559342213,126.98432527401249 37.57005319781874)","256916","1000","212079","211943","20.9940","1111000000","종로구","1111013800","종로2가","273","종각","0","0"
"LINK","","0","","LINESTRING(126.98617029383247 37.57686021898668,126.98626240736726 37.57672782953704)","38541","1000","211602","211633","16.7960","1111000000","종로구","1111014700","재동","269","안국","0","0"
