ÿ"³ëµå ID","Á¤·ù¼Ò¹øÈ£","Á¤·ù¼Ò¸í","XÁÂÇ¥","YÁÂÇ¥","Á¤·ù¼Ò Å¸ÀÔ"
"03293","102000199","ÀÌÃÌ2µ¿´ë¸²¾ÆÆÄÆ®.»õ³²ÅÍ¼ºÁö","126.9561658719","37.5260292706","ÀÏ¹ÝÂ÷·Î"
"03294","102000200","¼­ºÎÀÌÃÌµ¿ÀÔ±¸","126.959495368","37.5238640509","ÀÏ¹ÝÂ÷·Î"
"03295","102000201","ÀÌÃÌ2µ¿°­º¯¾ÆÆÄÆ®","126.9597809746","37.5234462055","ÀÏ¹ÝÂ÷·Î"
"03296","102000202","¿øÈ¿2µ¿»êÈ£¾ÆÆÄÆ®ÈÄ¹®","126.9500126665","37.5322600069","ÀÏ¹ÝÂ÷·Î"
"03297","102000203","Ã»¾Ïµ¿°­º¯»ï¼º¾ÆÆÄÆ®","126.9482434807","37.5346144292","ÀÏ¹ÝÂ÷·Î"
"03298","102000204","Ã»¾Ïµ¿°­º¯»ï¼º¾ÆÆÄÆ®","126.949323","37.534015","ÀÏ¹ÝÂ÷·Î"
"03299","102000205","¿øÈ¿2µ¿»êÈ£¾ÆÆÄÆ®","126.9505415559","37.5330177683","ÀÏ¹ÝÂ÷·Î"
"03300","102000206","¿øÈ¿2µ¿»êÈ£¾ÆÆÄÆ®","126.9508277689","37.5331088986","ÀÏ¹ÝÂ÷·Î"
"03301","102000207","¿øÈ¿·ÎÇ³Àü¾ÆÆÄÆ®","126.9535225314","37.5321286462","ÀÏ¹ÝÂ÷·Î"
"03302","102000208","¿øÈ¿·ÎÇ³Àü¾ÆÆÄÆ®","126.9545135613","37.5323687724","ÀÏ¹ÝÂ÷·Î"
"03303","102000209","¿øÈ¿Ç³Àü¾ÆÆÄÆ®","126.9559182022","37.532742142","ÀÏ¹ÝÂ÷·Î"
"03304","102000210","¿øÈ¿2µ¿ÁÖ¹Î¼¾ÅÍ","126.9513961673","37.5344941039","ÀÏ¹ÝÂ÷·Î"
"03305","102000211","»êÃµµ¿¸®¹öÈú»ï¼º¾ÆÆÄÆ®","126.9511923413","37.5345003443","ÀÏ¹ÝÂ÷·Î"
"03306","102000212","»êÃµµ¿.¼º½É¿©Áß°íÈÄ¹®","126.9536425118","37.5353203855","ÀÏ¹ÝÂ÷·Î"
"03307","102000213","»êÃµµ¿.¼º½É¿©Áß°íÈÄ¹®","126.9533822284","37.5354081306","ÀÏ¹ÝÂ÷·Î"
"03308","102000214","½ÅÃ¢µ¿¼¼¹æ¾ÆÆÄÆ®","126.954957565","37.5357083247","ÀÏ¹ÝÂ÷·Î"
"03309","102000215","½ÅÃ¢µ¿¼¼¹æ¾ÆÆÄÆ®","126.9549471079","37.5358300537","ÀÏ¹ÝÂ÷·Î"
"03310","102000216","³²ÀÌÀå±º»ç´ç","126.9579937738","37.5366590687","ÀÏ¹ÝÂ÷·Î"
"03311","102000217","³²ÀÌÀå±º»ç´ç","126.9575932164","37.5367544611","ÀÏ¹ÝÂ÷·Î"
"03312","102000218","¿ë¹®½ÃÀå.¿ë¹®µ¿»õ¸¶À»±Ý°í","126.9595337638","37.5370716239","ÀÏ¹ÝÂ÷·Î"
"03313","102000219","¿ë¹®½ÃÀå.¿ë¹®µ¿»õ¸¶À»±Ý°í","126.9591968331","37.5371492138","ÀÏ¹ÝÂ÷·Î"
"03319","102000225","¼øÃµÇâº´¿øÀÔ±¸","127.0067505734","37.5326305473","ÀÏ¹ÝÂ÷·Î"
"03320","102000226","³²»ê¼­¿ïÅ¸¿ö","126.9911947846","37.5510144684","ÀÏ¹ÝÂ÷·Î"
"03321","102000227","Ã»½É°æ·Î´ç","126.9506907463","37.5338879189","ÀÏ¹ÝÂ÷·Î"
"03322","102000228","»ï¼ºÅ×¸¶Æ®","126.9503849242","37.5337466904","ÀÏ¹ÝÂ÷·Î"
"03323","102000229","¼­ºù°íµ¿±ÝÈ£º£½ºÆ®ºô","126.9909910111","37.5226137862","ÀÏ¹ÝÂ÷·Î"
"03324","102000230","ÇÑ³²µ¿ÇÏÀÌÆä¸®¿Â","127.0055474264","37.5278439771","ÀÏ¹ÝÂ÷·Î"
"03325","102000231","¼­ºù°í¿ª1¹øÃâ±¸","126.9894855098","37.5200345091","ÀÏ¹ÝÂ÷·Î"
"03326","102000232","¹®¹èµ¿ÀÌ¾È¾ÆÆÄÆ®¾Õ","126.971060418","37.5388699959","ÀÏ¹ÝÂ÷·Î"
"03327","102000233","°¥¿ùµ¿.¼÷´ëÀÔ±¸¿ª10¹øÃâ±¸","126.9716591639","37.5463858567","ÀÏ¹ÝÂ÷·Î"
"03328","102000234","»ï°¢Áö¿ª11¹øÃâ±¸.ÀüÀï±â³ä°ü","126.974548","37.536204","ÀÏ¹ÝÂ÷·Î"
"03330","102000236","¼÷´ëÀÔ±¸","126.9705229419","37.5445305498","ÀÏ¹ÝÂ÷·Î"
"03331","102000237","¿øÈ¿´ë±³ºÏ´Ü","126.9556102561","37.5321383559","ÀÏ¹ÝÂ÷·Î"
"03332","102000238","¹®¹èµ¿ÀÌ¾È¾ÆÆÄÆ®¾Õ","126.9707994501","37.5383644982","ÀÏ¹ÝÂ÷·Î"
"03334","102000240","¼øÃµÇâº´¿øÀÔ±¸","127.0069961164","37.532694511","ÀÏ¹ÝÂ÷·Î"
"03335","102000241","¼÷¸í¿©´ëÀÔ±¸","126.9696434774","37.5448844577","ÀÏ¹ÝÂ÷·Î"
"03336","102000243","¼­ºù°íÃÊµîÇÐ±³","126.9906099662","37.5208412941","ÀÏ¹ÝÂ÷·Î"
"03338","102000245","ÇÑ°­´ë±³½ºÄ«ÀÌ½ºÀ§Æ®","126.9608161519","37.5213307725","ÀÏ¹ÝÂ÷·Î"
"03339","102000246","ÇÑ°­´ë±³Àü¸ÁÄ«Æä","126.9613434997","37.5212359951","ÀÏ¹ÝÂ÷·Î"
"03340","102000247","³ëµé¼¶","126.9586051825","37.5175161768","ÀÏ¹ÝÂ÷·Î"
"03341","102000248","³ëµé¼¶","126.959037665","37.5173638437","ÀÏ¹ÝÂ÷·Î"
"03342","102000249","¿ë¾ÏÃÊµîÇÐ±³.ÀÌÅÂ¿ø2µ¿ÁÖ¹Î¼¾ÅÍ","126.990733","37.544673","ÀÏ¹ÝÂ÷·Î"
"03343","102000250","¿ë¾ÏÃÊµîÇÐ±³.ÀÌÅÂ¿ø2µ¿ÁÖ¹Î¼¾ÅÍ","126.9909320571","37.5448496669","ÀÏ¹ÝÂ÷·Î"
"03344","102000266","È¿Ã¢°ø¿ø»ï°Å¸®.À±ºÀ±æÀÇ»çµî¹¦¿ª","126.9638368968","37.5446070869","ÀÏ¹ÝÂ÷·Î"
"03345","102000286","¼­¿ï¿ª°øÇ×Ã¶µµ15¹øÃâ±¸","126.9688467509","37.5530779085","ÀÏ¹ÝÂ÷·Î"
"03346","102000297","¿ë»ê²Þ³ª¹«Á¾ÇÕÅ¸¿î","126.9672402984","37.538486933","ÀÏ¹ÝÂ÷·Î"
"03347","102000316","³²»êµµ¼­°ü.¿ë»êµµ¼­°ü","126.9818461928","37.552343667","ÀÏ¹ÝÂ÷·Î"
"03500","102900010","ÇÏ¾æÆ®È£ÅÚ","126.9969932623","37.5406603781","¸¶À»¹ö½º"
"03501","102900065","ÇÑ½Å¾ÆÆÄÆ®","126.9866957386","37.5389827262","¸¶À»¹ö½º"
"03502","102900009","¼øÃµÇâº´¿ø","127.0048157354","37.5332487951","¸¶À»¹ö½º"
"03503","102900066","¿ë¾Ï°æ·Î´çÀÔ±¸","126.9869183825","37.540596615","¸¶À»¹ö½º"
"03504","102900083","ÇÑ³²¿À°Å¸®","127.0066566991","37.5330901125","¸¶À»¹ö½º"
"03505","102900079","°¡¾ß¶û¾Õ","126.9936040739","37.5401952774","¸¶À»¹ö½º"
"03506","102900008","¿ë¾ÏÇÑ½Å¾ÆÆÄÆ®","126.987435288","37.5420771725","¸¶À»¹ö½º"
"03508","102900070","È¿Ã¢°ø¿øÈÄ¹®","126.9608920893","37.5470688427","¸¶À»¹ö½º"
"03509","102900007","µðÁöÅØ°íµîÇÐ±³¾Õ","126.9916260429","37.5398031767","¸¶À»¹ö½º"
"03510","102900006","¿ì¸®µé°¡Á¤ÀÇ¿ø","126.9877949646","37.5432315144","¸¶À»¹ö½º"
"03511","102900097","µµ¿ø»ï¼º·¡¹Ì¾È¾ÆÆÄÆ®101µ¿¾Õ","126.9562320809","37.5390685906","¸¶À»¹ö½º"
"03512","102900080","¼ºµµ¾à±¹","126.9895541036","37.5394506828","¸¶À»¹ö½º"
"03513","102900005","³²»ê±³È¸ÀÔ±¸","126.9866471968","37.5446713415","¸¶À»¹ö½º"
"03515","102900003","½Å¾Ö±³È¸","126.9584869002","37.5455190385","¸¶À»¹ö½º"
"03516","102900002","½ÃÀå","126.9885515774","37.5389225472","¸¶À»¹ö½º"
"03517","102900001","ÇØ¹æÃÌ¿À°Å¸®","126.9851474983","37.54572995","¸¶À»¹ö½º"
"03518","102900085","º¸±¤µ¿ÁÖ¹Î¼¾ÅÍ","127.0000973012","37.5261473387","¸¶À»¹ö½º"
"03519","102900035","´ëÇÑ³ëÀÎÈ¸Áß¾ÓÈ¸","126.9576286965","37.5440368054","¸¶À»¹ö½º"
"03520","102900096","µµ¿ø»ï¼º·¡¹Ì¾È¾ÆÆÄÆ®101µ¿¾Õ","126.9562965631","37.5390222559","¸¶À»¹ö½º"
"03521","102900034","½ÅÈï±³È¸¾Õ","126.9833867831","37.5447457188","¸¶À»¹ö½º"
"03522","102900033","±ºÀÎ¾ÆÆÄÆ®","126.9963176555","37.526004062","¸¶À»¹ö½º"
"03523","102900032","¿øÈ¿»ç.¹é¹ü±è±¸±â³ä°ü","126.9585663043","37.5431401733","¸¶À»¹ö½º"
"03524","102900064","³ì»çÆò¿ª","126.9858713342","37.5350110363","¸¶À»¹ö½º"
"03525","102900031","Å«ºûÀÇÁý¾Õ","126.9819982464","37.5445481753","¸¶À»¹ö½º"
"03526","102900075","¸óµå¸®¾È¼­¿ïÀÌÅÂ¿ø","126.992589","37.528596","¸¶À»¹ö½º"
"03527","102900098","µµ¿ø»ï¼º·¡¹Ì¾È¾ÆÆÄÆ®","126.9576859474","37.5396879497","¸¶À»¹ö½º"
"03529","102900063","ÈÄ¾Ïµ¿Á¾Á¡","126.9813662289","37.5467007949","¸¶À»¹ö½º"
"03530","102900076","¿ë»ê±¸Ã»","126.991477","37.530573","¸¶À»¹ö½º"
"03532","102900030","¿ë»ê°íµîÇÐ±³","126.9795092308","37.5461364014","¸¶À»¹ö½º"
"03533","102900077","¿ÜºóÂ÷°í","126.992242","37.531832","¸¶À»¹ö½º"
"03534","102900029","È¿Ã¢°ø¿ø¾Õ¿ª.ÀÌºÀÃ¢¿ª»ç¿ï¸²°ü","126.9614323385","37.5396710223","¸¶À»¹ö½º"
"03537","102900078","Ã»È­¾ÆÆÄÆ®","126.995387","37.531157","¸¶À»¹ö½º"
"03540","102900027","¿ë»ê°æÂû¼­","126.969805735","37.5410233025","¸¶À»¹ö½º"
"03541","102900026","¼÷´ë¿ª7¹øÃâ±¸","126.9722967638","37.5434757805","¸¶À»¹ö½º"
"03542","102900025","º¸±¤µ¿»ï°Å¸®","126.996811","37.530752","¸¶À»¹ö½º"
"03543","102900072","Áß¾ÓÇÏÀÌÃ÷ºô¶ó","126.9594786383","37.5385683269","¸¶À»¹ö½º"
"03544","102900024","¿øÈ¿¿ìÃ¼±¹","126.967353845","37.538967266","¸¶À»¹ö½º"
"03545","102900023","º¸±¤ÃÊµîÇÐ±³","126.99673","37.531373","¸¶À»¹ö½º"
"03546","102900022","¿ë¹®µ¿½ÃÀå.»õ¸¶À»±Ý°í","126.9596343248","37.5373482951","¸¶À»¹ö½º"
"03550","102900073","¿ë¹®µ¿ÁÖ¹Î¼¾ÅÍ","126.9591190202","37.5381473907","¸¶À»¹ö½º"
"03551","102900020","¹®¹è¾î¸°ÀÌ°ø¿ø","126.9697251251","37.5369383946","¸¶À»¹ö½º"
"03552","102900019","¹®¹è¾î¸°ÀÌ°ø¿ø","126.9695900372","37.5371431249","¸¶À»¹ö½º"
"03561","102900015","½Å¿ë»ê¿ª","126.9674544999","37.5299166547","¸¶À»¹ö½º"
"03564","102900012","¿ë»ê¿ìÃ¼±¹","126.9703153999","37.531376286","¸¶À»¹ö½º"
"03565","102900011","¼÷´ë¿ª5¹øÃâ±¸","126.9725114972","37.54403813","¸¶À»¹ö½º"
"03567","102900058","»ï°¢Áö¿ª","126.9732731006","37.5345065492","¸¶À»¹ö½º"
"03568","102900068","°¥¿ùµ¿","126.9720930552","37.5463241118","¸¶À»¹ö½º"
"03569","102900057","º¸±¤ÃÊµîÇÐ±³ÈÄ¹®¾Õ","126.995635","37.533162","¸¶À»¹ö½º"
"03571","102900056","µ¿ÀÚ°æ·Î´ç","126.9741955461","37.5502867059","¸¶À»¹ö½º"
"03572","102900055","ÀÌÅÂ¿ø¿ª¾Õ","126.9957","37.534339","¸¶À»¹ö½º"
"03573","102900054","³ì»çÆò¿ª.¿ë»ê±¸Ã»","126.9871837649","37.5351395786","¸¶À»¹ö½º"
"03574","102900053","ÈÄ¾Ï½ÃÀå","126.9768043541","37.5500664789","¸¶À»¹ö½º"
"03577","102900051","ÈÄ¾Ïµ¿ÁÖ¹Î¼¾ÅÍ¾Õ","126.9777057507","37.5483644838","¸¶À»¹ö½º"
"03578","102900084","Á¦ÀÏ±âÈ¹","126.998418","37.53495","¸¶À»¹ö½º"
"03579","102900081","´ë¼º±³È¸","126.9884520307","37.5386999666","¸¶À»¹ö½º"
"03580","102900050","¿ë»ê°íµîÇÐ±³","126.9789524928","37.5459083263","¸¶À»¹ö½º"
"03581","102900049","¼ºµµ¾à±¹","126.9894307824","37.5392776612","¸¶À»¹ö½º"
"03582","102900048","ÈÄ¾Ïµ¿Á¾Á¡","126.9813594882","37.5465016517","¸¶À»¹ö½º"
"03583","102900047","µðÁöÅØ°íµîÇÐ±³¾Õ","126.9918569023","37.5397139842","¸¶À»¹ö½º"
"03584","102900046","Å«ºûÀÇÁý¾Õ","126.9819077271","37.5444832826","¸¶À»¹ö½º"
"03585","102900082","°¡¾ß¶û¾Õ","126.9937523252","37.5400889559","¸¶À»¹ö½º"
"03586","102900045","½ÅÈï±³È¸¾Õ","126.983387942","37.5446231699","¸¶À»¹ö½º"
"03588","102900044","ÇØ¹æÃÌ¿À°Å¸®","126.9853964787","37.5457029481","¸¶À»¹ö½º"
"03589","102900043","³²»ê±³È¸ÀÔ±¸","126.9866223212","37.5445505919","¸¶À»¹ö½º"
"03590","102900042","¿ì¸®µé°¡Á¤ÀÇ¿ø","126.9876591627","37.5432423134","¸¶À»¹ö½º"
"03591","102900041","¿ë¾ÏÇÑ½Å¾ÆÆÄÆ®","126.9874137344","37.5423880484","¸¶À»¹ö½º"
"03592","102900040","¿ë¾Ï°æ·Î´çÀÔ±¸","126.9869601654","37.5410985304","¸¶À»¹ö½º"
"03593","102900039","ÇÑ½Å¾ÆÆÄÆ®","126.986557682","37.5389881171","¸¶À»¹ö½º"
"03594","102900089","°©À»ºôµù","126.9720388292","37.5490958683","¸¶À»¹ö½º"
"03595","102900091","¸®¹öÈú»ï¼º¾ÆÆÄÆ®ÈÄ¹®","126.9487207623","37.5349462412","¸¶À»¹ö½º"
"03596","102900038","¸¸¸®½ÃÀåÀÔ±¸","126.9630412782","37.5515678017","¸¶À»¹ö½º"
"03597","102900037","¹è¹®Áß°íµîÇÐ±³","126.9636168092","37.5503749309","¸¶À»¹ö½º"
"03598","102900036","Ã»ÆÄÃÊµîÇÐ±³","126.9633754859","37.5485834792","¸¶À»¹ö½º"
"03648","102000263","µ¿ºÎÀÌÃÌµ¿","126.9726729953","37.520139253","ÀÏ¹ÝÂ÷·Î"
"03649","102000262","°­ÃÌAPT","126.9761942244","37.5191000398","ÀÏ¹ÝÂ÷·Î"
"03680","102000272","³²»ê±×·£µåÇÏ¾æÆ®È£ÅÚ","126.9973678608","37.5398259716","ÀÏ¹ÝÂ÷·Î"
"03688","102900062","Ã»ÆÄÃÊµîÇÐ±³","126.9635056923","37.5484699816","¸¶À»¹ö½º"
"03699","102900061","¹è¹®Áß°í±³","126.963728852","37.550381273","¸¶À»¹ö½º"
"03700","102900060","¸¸¸®½ÃÀåÀÔ±¸","126.9631453007","37.5517759871","¸¶À»¹ö½º"
"03709","102900090","Ã»¾ÏÀÚÀÌ¾ÆÆÄÆ®","126.9485683053","37.5348672272","¸¶À»¹ö½º"
"03710","102000273","½Åµ¿¾ÆAPT","126.9853623627","37.5175986035","ÀÏ¹ÝÂ÷·Î"
"03728","102000257","½Åµ¿¾ÆAPT","126.9853034727","37.5179220911","ÀÏ¹ÝÂ÷·Î"
"03729","102000256","°­ÃÌAPT","126.9773129069","37.5189057287","ÀÏ¹ÝÂ÷·Î"
"03730","102000255","µ¿ºÎÀÌÃÌµ¿","126.9718175157","37.5206779095","ÀÏ¹ÝÂ÷·Î"
"03732","102000274","ÀÌÃÌµ¿µÎ»êÀ§ºêÆ®·¹Áö¿ò","126.9659919434","37.521493673","ÀÏ¹ÝÂ÷·Î"
"03733","102000275","ÀÌÃÌµ¿µÎ»êÀ§ºêÆ®·¹Áö¿ò","126.9675735406","37.5215283595","ÀÏ¹ÝÂ÷·Î"
"03734","102000276","ÀÌÃÌÇö´ë¾ÆÆÄÆ®.±Ý°­º´¿ø","126.9810408412","37.5177187363","ÀÏ¹ÝÂ÷·Î"
"03735","102000277","ÀÌÃÌÇö´ë¾ÆÆÄÆ®.±Ý°­º´¿ø","126.978748041","37.5185081173","ÀÏ¹ÝÂ÷·Î"
"03736","102000278","ÇÑ³²¿ª","127.0067323413","37.5312068138","ÀÏ¹ÝÂ÷·Î"
"03737","102900092","µµ¿ø»ï¼º·¡¹Ì¾È¾ÆÆÄÆ®´ÜÁö³»","126.9553881353","37.5381983039","¸¶À»¹ö½º"
"03742","102900086","ÇÑ³²µ¿ÁÖ¹Î¼¾ÅÍ","127.000603","37.534102","¸¶À»¹ö½º"
"03743","102900088","¿ë»êCJ³ªÀÎÆÄÅ©","126.9695530125","37.5358706647","¸¶À»¹ö½º"
"03744","102900087","¿ë»êeÆíÇÑ¼¼»ó","126.9672212005","37.5344621995","¸¶À»¹ö½º"
"03748","102000282","ÀÌÁýÆ®´ë»ç°ü.ÇÑ³²´õÈú¾ÆÆÄÆ®","127.011274684","37.535256866","ÀÏ¹ÝÂ÷·Î"
"03749","102000281","ÀÌÁýÆ®´ë»ç°ü.ÇÑ³²´õÈú¾ÆÆÄÆ®","127.0114310392","37.5362408844","ÀÏ¹ÝÂ÷·Î"
"03750","102000283","ÇÑ³²¿ª","127.0077438254","37.5305849943","ÀÏ¹ÝÂ÷·Î"
"03751","102000285","ÇÑ³²µ¿","127.008573227","37.5337569266","ÀÏ¹ÝÂ÷·Î"
"03752","102000284","ÇÑ³²µ¿","127.0085656637","37.533963153","ÀÏ¹ÝÂ÷·Î"
"03753","102900095","ÇÊ¸®ÇÉ´ë»ç°ü","126.995093255","37.5406999627","¸¶À»¹ö½º"
"03754","102900094","ÇÊ¸®ÇÉ´ë»ç°ü","126.9951600296","37.5405702075","¸¶À»¹ö½º"
"03900","102000310","ÀüÀï±â³ä°ü","126.9734851953","37.5384014653","ÀÏ¹ÝÂ÷·Î"
"03901","102000311","¿ë»ê¿ª","126.964794","37.527598","ÀÏ¹ÝÂ÷·Î"
"03902","102000312","±¹¸³Áß¾Ó¹Ú¹°°ü","126.9785496415","37.5208476177","ÀÏ¹ÝÂ÷·Î"
"03905","102000314","ÇÏ¾æÆ®È£ÅÚ","126.9972013482","37.5408918783","ÀÏ¹ÝÂ÷·Î"
"14336","102000254","¿ë¸¶·ç°í°³.ºê¶ó¿î½ºÅæ°ø´ö¾ÆÆÄÆ®","126.9568297914","37.541133045","ÀÏ¹ÝÂ÷·Î"
