"기준일ID","시간대구분","행정동코드","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"20260509","21","11170570","13495.0307","464.4793","207.6879","206.6163","291.0729","429.5216","557.8786","547.7341","601.3285","644.8927","510.3011","481.8327","398.6748","259.675","567.8449","319.9738","256.0872","275.6822","468.4106","529.3482","623.7559","787.4143","579.9457","543.9334","543.3865","565.1911","551.9391","320.4681","959.9532",""
"20260509","21","11170580","10259.3541","240.7634","142.1716","195.1719","225.7577","356.7487","435.2124","499.4906","426.5398","420.9415","345.9633","353.0738","266.8504","194.7442","388.3387","415.2291","195.9091","272.6745","422.6012","472.5044","481.2679","571.6255","437.4218","482.9187","331.154","417.457","315.9463","259.0106","691.8662",""
"20260509","21","11170590","7756.5154","331.342","149.6796","151.8746","180.0444","273.9371","276.1654","348.2594","282.0516","279.7771","300.4447","284.5846","212.0562","163.6907","311.8256","281.2288","123.9019","174.0084","224.5383","351.0927","363.6806","408.9859","301.1809","297.756","308.4312","332.6349","272.133","219.914","551.2962",""
"20260509","21","11170625","55932.0311","1228.817","518.4879","1192.1396","3451.2009","3679.8169","3516.1115","2876.2179","2200.6103","1908.3518","1597.5096","1497.5031","1086.3775","598.4619","1285.1371","1332.5377","495.9664","1400.29","3713.377","4850.5662","3636.3992","2935.636","2072.0477","1904.4206","1554.7641","1571.8435","1166.3532","763.6671","1897.4181",""
"20260509","21","11170630","27483.3003","1495.3498","803.1309","784.7307","611.7047","721.5041","683.11","986.535","1175.827","1289.5053","1024.8092","1082.2096","745.7293","507.1176","1202.406","1377.3051","711.4364","605.9618","722.4043","852.9269","771.9572","1187.1843","1401.5022","1359.6341","1151.2229","1113.8077","861.0986","570.4163","1682.7737",""
"20260509","21","11170640","9670.7992","396.1881","138.5573","236.7041","264.2314","369.4164","347.8504","547.0314","454.0745","398.8434","307.0382","348.7692","310.4962","183.3451","367.361","231.2224","105.1011","175.6125","396.8161","382.4609","395.3274","554.4404","432.2842","400.2602","335.952","354.9789","281.1187","242.508","712.8097",""
"20260509","21","11170650","18691.1596","180.2847","96.5395","361.0377","1339.7952","1770.5359","1476.2934","1278.781","792.726","708.3019","549.351","369.7","216.6592","155.1821","342.378","192.2934","85.4637","365.913","1750.819","2098.4875","1251.5233","813.4686","561.9037","375.5384","287.434","334.7064","224.9561","198.518","512.5692",""
"20260509","21","11170660","11878.0721","295.9114","134.1922","195.5669","353.4374","576.2267","566.8611","680.3692","656.6588","564.2768","433.215","298.773","223.0531","175.5892","371.9038","320.2201","157.7557","241.4646","534.0805","688.2915","705.1568","684.5761","638.0158","559.5903","405.7386","353.2243","289.0846","233.1245","541.7136",""
"20260509","21","11170685","33569.0268","861.0138","369.5929","546.7226","1385.3749","1642.9478","1763.1269","1876.6713","1602.1528","1534.4625","1209.8237","1051.5245","718.8372","420.181","730.9066","1024.2117","458.1538","650.0602","1837.6586","2251.5298","2030.9785","1920.426","1851.9726","1385.237","1051.0304","1025.3669","658.6837","488.628","1221.7528",""
"20260509","21","11170690","14432.1763","478.8985","345.3414","376.1674","339.4066","502.2202","526.9488","635.7468","686.5961","734.5337","646.7717","613.6721","459.6695","333.8327","598.8057","401.9259","256.7853","362.1669","410.2076","430.2337","469.7387","611.7207","685.7943","649.7069","618.9395","617.462","448.0694","293.158","897.6569",""
"20260509","21","11170700","7159.8979","190.6585","129.4934","218.547","240.4096","235.1561","279.9598","345.4116","358.1692","380.1384","301.5071","300.166","215.9747","132.1754","294.4416","210.7849","134.5142","124.4027","183.1926","241.0816","310.7346","276.262","376.4044","358.3026","282.4558","255.8221","203.6789","181.5477","398.5047",""
"20260509","22","11170580","10456.2914","242.929","143.4503","197.6973","222.0751","388.6611","454.7727","509.5451","425.2827","432.8604","359.7624","320.4347","256.1526","188.7817","398.9184","383.963","181.1572","302.701","444.6985","491.9148","531.9695","561.6392","480.5044","495.2645","324.5854","427.4827","326.0056","263.104","699.9789",""
"20260509","22","11170625","46905.293","1089.7938","459.8284","1046.5074","2956.0332","2737.8716","2889.7706","2570.7777","2024.0615","1795.012","1494.6986","1461.9972","1061.7315","545.2602","1274.9739","1018.8389","379.2089","1038.9912","2436.2723","3447.804","2782.2658","2536.278","1863.7866","1616.1444","1438.1029","1425.9484","1026.2564","711.5887","1775.4894",""
"20260509","22","11170590","7811.054","329.2484","148.7335","169.0214","160.1111","266.9332","300.2924","332.3411","299.926","302.0271","296.3507","288.5737","221.7537","164.1559","323.55","286.0451","126.0237","217.6607","221.234","358.4945","350.1223","400.6882","282.1931","290.0828","322.9988","360.7417","259.7261","208.8041","523.2217",""
"20260509","22","11170510","11704.619","477.1575","263.7118","291.031","257.6438","373.6833","462.73","537.2674","480.1233","488.9295","411.0192","429.9756","360.4251","233.1493","491.314","443.1256","234.1904","204.1125","330.1771","399.5019","525.5516","597.3745","507.906","535.1463","456.2545","379.3761","370.7532","334.1823","828.8057",""
"20260509","22","11170520","13950.5076","352.7065","189.6403","246.0292","455.9085","745.0273","756.8568","744.2654","718.8277","600.5707","449.0796","397.4133","220.9708","228.6175","481.3722","296.3485","167.5015","339.8326","639.4998","886.8161","857.6692","806.2932","584.1397","590.9061","388.331","339.6937","360.7918","268.8189","836.5806",""
"20260509","22","11170530","13962.2253","246.8101","119.0905","319.3212","555.6324","814.9176","881.1485","800.5014","601.2137","494.2078","561.965","506.722","466.0577","283.3348","451.4978","204.2625","92.9974","312.3338","935.4398","1021.5326","653.1062","672.2781","419.2322","460.2479","411.2399","452.9414","389.8605","260.984","573.349",""
"20260509","22","11170570","14092.2625","525.423","234.9382","284.2836","249.5751","457.3585","579.7484","586.6939","630.9442","680.3069","502.583","540.0049","424.4109","275.9009","593.7063","304.2718","243.5207","277.8062","476.3117","570.2685","639.3872","866.5951","603.1789","558.335","537.0661","620.663","562.2753","333.8502","932.8549",""
"20260509","22","11170555","20723.2923","346.9885","249.8314","406.9961","670.0458","906.8383","967.9087","1050.3453","837.7366","802.3971","798.7995","651.7706","497.6314","341.6467","673.023","335.8626","182.0493","631.1576","1890.6379","1313.8138","1139.9934","1104.0489","723.0588","800.4517","656.2859","684.0367","585.0804","398.3056","1076.5495",""
"20260509","22","11170560","18531.8598","621.2714","198.5127","282.1871","443.6526","662.6101","895.8863","1120.695","912.1971","828.8918","618.7988","621.9285","467.5788","246.5757","505.9896","867.2208","256.8052","279.7436","727.5771","1113.4413","1114.463","1284.1111","989.9501","731.747","669.9676","574.1846","484.3453","269.2967","742.2301",""
"20260509","22","11170700","7140.1763","198.8777","135.0758","237.3047","212.0019","236.387","278.6959","345.4892","339.3144","379.1059","294.8033","304.3449","202.8324","147.4265","281.0977","208.4651","133.0337","148.0878","188.6269","230.5585","269.4013","257.3265","344.8679","368.9761","298.9814","268.6932","240.4824","198.5051","391.4137",""
"20260509","22","11170690","13507.7203","494.3357","356.4735","373.2113","288.4887","388.8689","434.2514","547.7882","661.9783","688.1918","603.1737","569.1945","442.6827","292.0537","599.7127","410.5066","262.2676","337.35","425.4768","384.3742","415.1287","560.3172","639.4669","645.5358","529.8969","566.7371","447.9732","268.3197","873.9644",""
"20260509","22","11170685","29079.5221","845.0504","362.7402","495.9123","1176.0863","1476.0022","1640.3733","1642.3029","1480.3707","1395.4358","1056.9043","887.1618","687.8143","416.965","712.2555","761.0197","340.4218","464.7244","1425.9468","1928.7481","1563.1472","1629.5269","1559.8618","1197.213","837.9411","883.0297","613.4959","454.9649","1144.1057",""
"20260509","22","11170660","11776.5228","319.6067","144.9376","212.0704","332.7752","519.153","536.9056","716.2491","652.0431","605.8622","429.1853","323.9128","229.6465","167.4638","372.8724","310.2387","152.8384","217.2841","447.8715","617.7308","707.0535","685.1198","654.9322","577.7342","399.903","361.909","304.7386","220.3648","556.12",""
"20260509","22","11170650","20033.1379","211.9687","113.506","389.0435","1602.604","2065.5854","1697.3358","1425.7634","792.2737","753.2418","553.0805","338.9624","229.3966","144.2825","343.7812","197.4944","87.7754","475.2143","1811.2053","2255.3417","1300.2763","774.8598","584.5467","359.1431","322.6719","308.6554","237.2867","177.9657","479.8761",""
"20260509","22","11170640","9336.7531","333.6853","116.6985","221.2905","284.3604","357.3682","320.9886","487.0788","406.1895","381.9721","324.4318","361.341","327.267","186.3242","373.5633","266.9295","121.3316","187.2088","373.3249","345.8618","415.4888","461.8906","375.4728","395.8468","338.4241","354.7321","280.4267","262.1816","675.0745",""
"20260509","22","11170630","26715.2527","1507.0341","809.4064","808.9985","568.6226","635.8135","621.857","912.2907","1162.625","1222.565","976.6294","1066.8171","680.7141","514.0371","1175.4032","1407.4872","727.0265","669.597","689.0952","750.6755","705.0982","1109.1466","1323.5094","1377.0566","1164.5616","1075.1578","813.8209","570.3169","1669.8875",""
"20260509","23","11170700","6906.5153","146.1813","99.2853","204.933","211.2109","203.8275","235.7413","321.7361","326.4057","393.061","336.4318","298.42","225.4225","140.9716","336.0746","121.6658","77.6418","135.6985","167.3709","230.5765","236.5125","272.0961","346.2386","369.1179","329.7487","251.9239","243.3386","173.4265","471.4573",""
"20260509","23","11170690","12614.2262","539.3705","388.9487","412.5891","355.7154","363.7208","326.5249","406.6528","609.7194","620.6586","613.3157","500.611","412.6366","255.0562","496.4343","446.7982","285.4537","358.6759","384.0827","309.808","307.8985","456.8759","648.2263","634.5365","483.788","521.8409","388.3673","264.8795","821.042",""
"20260509","23","11170685","24494.1935","757.095","324.9857","353.7538","1052.7527","1369.4672","1526.9881","1501.3573","1408.1122","1153.9228","909.8501","840.2578","530.6391","348.7727","603.6843","567.0619","253.6602","375.9986","989.0714","1391.5214","1198.9174","1428.4816","1333.5326","978.3802","720.6511","720.4421","548.8052","365.7514","940.282",""
"20260509","23","11170660","12938.9854","372.6426","168.9889","212.949","340.8317","547.8593","674.3167","720.4979","797.6375","679.0034","480.3559","356.9989","262.8292","173.8302","405.1638","333.5118","164.3036","236.2115","497.4641","669.4976","767.6267","756.0025","741.0562","657.7043","426.653","382.9302","294.1557","238.8678","579.0952",""
"20260509","23","11170650","21442.707","116.2534","62.2517","458.0985","1907.2816","2631.9081","2139.6628","1688.2454","764.8869","757.6098","379.1702","294.067","185.8905","118.4982","289.9472","189.5358","84.2382","394.1331","2015.0287","2582.1614","1418.2785","815.5453","562.3405","345.5356","245.5369","260.5868","159.5917","153.3586","423.0656",""
"20260509","23","11170640","6335.8064","256.4135","89.6747","133.1012","179.3634","179.8914","191.4339","373.8385","316.6868","228.0923","207.4999","233.608","181.1149","154.6474","288.7563","175.1831","79.6288","134.7762","223.7315","230.8787","236.8508","289.4707","262.0548","273.2106","189.8537","244.9777","248.3973","206.5026","526.1684",""
"20260509","23","11170630","25116.5601","1472.8906","791.0683","747.7922","488.5996","488.7084","521.9536","810.8299","1051.0992","1104.7561","944.5503","1005.2848","688.0039","494.138","1099.2481","1325.8354","684.85","637.9626","588.5549","588.6792","620.0673","1097.9972","1274.5561","1314.9898","1154.7505","1039.2671","798.0499","567.997","1714.0781",""
"20260509","23","11170625","38508.2641","975.0551","411.4155","915.7147","2452.3635","1972.1432","2219.9214","2284.5834","1928.187","1595.1655","1316.9975","1199.9062","937.3549","534.1155","1020.2582","1003.2354","373.4008","726.3561","1382.8589","2213.3937","2178.29","2221.2996","1671.9314","1464.6593","1243.0218","1203.8261","903.9389","622.8422","1536.0287",""
"20260509","23","11170590","8655.9734","227.2392","102.6523","177.9052","178.7693","249.8241","342.2435","410.5224","340.4937","378.5088","308.3895","364.1064","235.7691","187.1205","335.0493","217.0438","95.6236","195.5325","271.3137","394.4459","453.2849","517.4764","373.1158","349.3486","327.3152","378.6817","368.4861","227.447","648.2657",""
"20260509","23","11170580","9934.5671","265.6774","156.8835","155.3062","203.7572","378.5155","436.0793","471.9713","392.1184","435.513","327.6449","304.6156","250.4845","177.0962","387.5024","388.1609","183.138","222.7939","433.2317","492.9482","538.9327","560.0562","435.6548","461.9875","335.8566","375.2461","269.9951","244.98","648.4203",""
"20260509","23","11170570","15356.6834","542.3125","242.4903","334.9571","254.6728","506.4377","625.1851","597.9175","617.2228","704.1652","557.1572","652.3822","454.7758","269.3289","657.0693","387.0154","309.7435","319.749","531.5157","650.36","713.108","823.8263","718.9503","597.8308","579.4651","668.3522","525.5403","415.2129","1099.9397",""
"20260509","23","11170560","17901.3845","655.517","209.455","305.9231","383.2125","540.8101","972.5656","1078.8117","927.6753","802.0168","636.2187","591.7385","420.5931","203.2308","511.0285","727.3759","215.394","265.1815","706.7404","1086.4643","1143.9408","1362.6891","938.8141","656.214","642.6552","544.9831","473.4341","250.4559","648.2458",""
"20260509","23","11170555","20942.8013","320.9805","231.1057","382.1471","598.285","981.0601","1045.2079","1096.2884","715.5037","753.1074","751.8853","644.4231","485.1268","355.6312","655.3799","364.7405","197.7019","724.2557","1997.6891","1520.4706","1118.1307","1064.0147","707.777","765.3073","621.5191","686.0242","577.9554","404.6992","1176.3859",""
"20260509","23","11170530","8838.9992","135.3441","65.3061","162.7669","407.9609","514.3923","549.8476","574.3645","358.6925","283.6632","348.448","401.2753","383.2469","208.3894","366.3511","180.0906","81.9924","154.3258","518.2005","554.0052","426.6298","372.8225","256.1254","301.1292","227.0248","265.692","193.2069","141.3893","406.3161",""
"20260509","23","11170520","12043.3106","290.4217","156.1516","196.8982","384.0556","614.0269","611.9198","664.4552","597.5329","525.4534","387.8377","388.6624","219.8464","204.7155","459.4166","251.1477","141.9533","268.779","437.8451","696.2232","733.115","644.9648","494.9897","520.9694","382.7725","302.2412","370.7597","269.9064","826.2505",""
"20260509","23","11170510","14002.1412","532.1458","294.1025","327.2832","254.7482","466.7347","576.1195","699.2773","633.4472","600.8423","501.0401","570.837","432.1856","300.5518","617.2614","430.5477","227.5428","255.7625","372.5432","501.9304","607.4576","776.5647","578.6098","640.0888","500.7313","513.3872","457.9676","397.467","934.9633",""
"20260510","07","11170590","7761.3679","225.3216","101.786","197.5552","142.4689","216.0811","305.7832","376.7104","331.4525","328.3203","289.7083","307.2642","221.1333","143.3081","305.9506","248.2997","109.3942","191.5215","204.9014","340.882","379.3876","445.7029","337.6184","317.3591","309.8127","339.4054","295.5661","211.8135","536.8603",""
"20260510","07","11170580","10410.5188","271.3361","160.225","170.0457","252.258","425.9254","527.1768","530.948","415.5229","438.4732","338.3321","335.7973","260.8636","187.3913","381.5376","350.1968","165.2261","245.3341","416.6568","507.9322","558.4486","550.9014","456.7529","523.1293","354.7445","428.6484","293.5628","247.1591","615.9925",""
"20260510","07","11170570","15582.8784","488.2575","218.32","364.6174","372.9677","556.5052","657.7209","742.5103","621.2109","722.8426","574.5016","591.5229","394.9455","282.1489","619.5498","361.6297","289.4269","330.2846","560.6091","684.5809","753.9148","802.7162","745.8191","612.4852","589.9516","670.0642","536.4838","392.9569","1044.3333",""
"20260510","07","11170560","18759.492","712.9518","227.807","280.3413","366.4827","651.6089","947.4837","1207.1211","956.2735","857.4413","674.298","591.8165","417.3474","243.7595","535.0818","845.9088","250.4939","294.4279","808.7529","1069.4891","1136.2921","1422.7323","980.8003","707.1214","589.9872","503.3607","474.1168","289.2022","716.9916",""
"20260510","07","11170555","21281.7427","297.8824","214.4754","357.3461","656.2353","967.8515","1087.172","1057.7873","843.6837","804.1299","844.7651","684.0191","486.0803","355.7122","649.0136","322.1977","174.6426","692.283","2025.0877","1597.5744","1182.7381","1118.6359","710.0823","775.7994","631.8226","677.524","592.1267","412.7227","1062.351",""
"20260510","07","11170530","10507.5342","167.0329","80.5964","207.3803","372.2712","476.4028","533.0592","528.7754","422.3209","399.4383","512.9367","498.8274","434.4378","254.0767","460.3875","228.6524","104.1021","231.1135","503.8696","543.2501","441.9029","483.9059","375.5088","391.2485","334.3998","392.4594","307.4281","252.268","569.4815",""
"20260510","07","11170520","11643.3545","272.8234","146.6894","221.5256","335.608","558.5832","591.2024","657.0995","554.7372","584.8146","410.4545","378.9798","228.3478","198.7963","431.0888","236.7225","133.7995","284.8195","447.5067","605.36","588.5729","661.1146","436.2017","544.3564","407.0807","325.8106","322.6589","278.0309","800.5697",""
"20260510","07","11170510","13587.3006","523.5429","289.3477","307.6128","256.5853","476.5959","602.1778","673.9099","615.7422","555.0958","485.9409","492.9219","400.5549","263.2188","573.7971","420.7931","222.388","239.3161","346.0612","560.4778","612.3632","734.324","576.4083","589.8148","504.6341","525.7294","457.5585","371.9249","908.4631",""
"20260510","07","11170700","6968.6537","155.9828","105.9419","189.1653","188.2132","236.6655","245.9562","345.1724","331.9349","382.6014","335.9769","290.4054","231.2447","135.6455","328.5869","140.4926","89.6564","145.0497","163.5128","220.3062","264.9303","300.2892","335.8724","330.1611","314.9013","251.7012","261.0723","170.0432","477.1722",""
"20260510","07","11170690","14805.483","506.4511","365.2095","490.4151","398.9346","380.2238","387.8695","499.4613","671.7453","799.7221","667.9472","655.3515","475.4703","305.3029","681.6893","474.1755","302.9449","358.3779","458.6643","357.3569","370.5428","524.4925","747.1591","839.5691","655.23","633.4346","523.727","330.9444","943.0702",""
"20260510","07","11170685","21603.9006","847.4451","363.7682","338.2588","650.3387","850.9262","995.7248","1208.4194","1179.2919","1199.3559","920.2998","814.1744","581.8968","317.5621","677.8088","572.9013","256.272","330.8123","573.0904","785.588","924.6676","1208.9577","1353.7801","1038.787","801.2476","732.3708","564.5421","408.478","1107.1351",""
"20260510","07","11170660","11593.4811","327.845","148.6738","212.6231","259.2825","495.1721","484.0477","634.7617","743.482","617.5346","462.2579","353.8431","232.988","172.8828","406.1698","330.236","162.69","207.5578","340.6087","518.0492","597.9427","705.3665","694.0182","598.1091","401.2518","396.4568","284.1045","216.7522","588.7745",""
"20260510","07","11170650","10095.5338","106.8683","57.2262","150.1208","559.1667","825.1324","747.2787","790.7157","472.3907","541.2971","324.9695","334.0621","243.7909","128.2952","356.5077","180.011","80.0049","176.8978","478.1915","586.6027","479.0756","438.0845","401.9507","341.2262","233.9738","292.5907","208.1629","158.238","402.7013",""
"20260510","07","11170640","8166.2182","332.3738","116.2397","180.0243","251.6967","207.477","244.1469","450.2362","439.4884","326.1754","280.0008","368.4423","265.6836","178.9585","384.8221","178.6788","81.2176","152.0956","295.5882","269.2698","325.1237","370.1621","320.3332","344.0192","281.7931","310.2674","300.5777","263.1548","648.1715",""
"20260510","07","11170630","26769.9507","1546.9288","830.8334","764.5957","514.2161","515.4424","570.5937","870.1776","1179.1178","1159.3345","1029.2446","1061.8795","794.0744","505.4542","1182.1063","1427.7301","737.4832","708.7014","573.1371","581.7026","658.3249","1132.8129","1399.7131","1444.1384","1212.7711","1096.7699","825.7672","630.0973","1816.8031",""
"20260510","07","11170625","35971.1824","1052.783","444.2123","906.6474","1985.5697","1387.4172","1665.4254","2005.0072","1800.1098","1531.8799","1331.5306","1343.8297","1024.7493","553.1445","1106.7078","1011.954","376.6462","649.763","1186.1227","1575.3866","1701.8596","2129.7522","1679.8271","1475.3791","1309.6068","1350.6885","991.5638","687.7023","1705.9162",""
"20260510","08","11170700","7181.7986","120.2323","81.6606","226.6676","232.7137","241.7355","257.8791","334.3695","325.7257","415.075","379.3476","299.0679","265.7321","141.778","318.7062","150.4072","95.9837","124.0153","207.4067","229.8904","269.7581","297.6225","330.9449","362.0352","315.9661","243.4479","266.136","179.1737","468.3205",""
"20260510","08","11170690","18587.1946","876.4439","632.0174","546.9039","418.865","452.7932","491.7994","604.2768","823.2415","1016.9349","862.7193","762.429","532.0605","343.5102","745.1305","751.4932","480.1199","485.6304","570.1806","464.5051","431.4334","634.2022","963.1414","1050.2005","812.2303","766.667","594.9034","383.9555","1089.4062",""
"20260510","08","11170685","22339.7235","871.3543","374.0311","294.6313","616.1815","838.9493","993.6762","1220.6449","1188.8572","1264.9632","979.0267","874.8963","599.0379","306.4379","671.2505","595.4204","266.3454","376.6305","639.9445","852.039","974.0093","1245.7638","1405.445","1085.1429","879.0432","794.7337","572.2473","462.1169","1096.903",""
"20260510","08","11170660","11228.1618","288.4915","130.8273","186.6235","263.8494","490.7332","494.4972","619.9806","745.5496","575.381","436.5553","308.6965","219.4956","166.4665","420.992","336.6669","165.8581","194.4928","332.1323","542.7859","586.5026","710.6236","633.1997","611.0449","374.8651","368.4127","289.5342","201.6682","532.2355",""
"20260510","08","11170650","9600.9918","100.4593","53.7943","127.9754","458.3814","735.3794","687.6383","709.2582","431.3026","546.0581","376.9114","327.3998","250.0128","126.8596","317.7571","181.2697","80.5642","175.4538","446.1449","504.6357","458.9344","437.3144","400.7142","349.7835","228.2212","290.158","218.7027","156.8865","423.0211",""
"20260510","08","11170640","8632.6413","392.506","137.2694","175.6274","297.0459","222.9236","247.7729","463.2204","477.315","346.2671","284.4257","349.6577","260.35","173.9302","405.6972","166.623","75.7376","159.2647","312.3413","297.0739","351.8959","396.5864","348.7144","392.4353","298.1664","312.1588","317.3277","251.4805","718.8266",""
"20260510","08","11170630","28275.9955","1544.7537","829.6656","738.5859","656.7607","666.5105","614.2224","975.7988","1205.3438","1229.1217","1131.0432","1097.4918","790.6355","540.8551","1278.7348","1345.5138","695.0147","714.9172","811.2489","656.4509","710.9904","1210.0979","1458.1858","1574.1345","1253.9561","1113.7365","911.6536","677.0383","1843.5332",""
"20260510","08","11170625","38533.1967","1134.4222","478.6591","958.2752","2196.8738","1551.6489","1732.7981","2029.5115","1899.4241","1616.9817","1419.1977","1404.7054","1013.815","567.0805","1222.5327","1071.7671","398.9083","691.2374","1413.2641","1750.3779","1819.9218","2227.3304","1786.5918","1613.5021","1443.5622","1483.1628","1049.247","736.2603","1822.1384",""
"20260510","08","11170590","7500.864","195.5115","88.3195","205.1511","149.3852","233.1093","291.4175","376.7046","313.1297","277.3664","270.4393","272.9023","196.801","135.5648","301.7188","226.3306","99.7152","201.3833","209.7164","338.8485","339.2418","452.2404","346.644","312.0209","318.2907","317.374","275.805","210.1235","545.6091",""
"20260510","08","11170580","10624.788","298.6592","176.3592","168.453","241.3773","415.9735","534.448","560.3723","425.5238","452.835","330.0008","384.0938","267.2493","202.4597","433.5828","354.3329","167.1778","263.8967","458.7781","498.002","580.906","569.4302","427.8531","528.3431","344.1757","388.6013","288.8584","218.4046","644.639",""
"20260510","08","11170570","15101.7319","529.6877","236.8455","342.7262","382.7615","551.6045","657.8637","675.7411","597.0477","689.8928","521.6209","585.2443","418.4154","250.2552","582.8415","341.2107","273.0842","338.0633","545.1652","681.505","729.4286","808.5205","720.3312","596.918","563.2037","643.7649","506.7272","345.0065","986.2542",""
"20260510","08","11170560","19160.0984","658.7503","210.4884","296.0318","370.3261","672.6034","937.7956","1162.1452","945.7452","874.9456","695.2281","629.9326","432.5894","239.1334","618.6718","1007.293","298.2839","281.2378","806.4813","1113.6411","1133.0575","1393.2888","969.0337","719.9801","582.097","546.6929","492.5221","285.3115","786.7896",""
"20260510","08","11170555","22354.4231","363.0039","261.3622","321.9395","732.2166","989.0048","1119.7375","1123.5097","858.6598","875.1021","841.9004","718.5947","509.3559","385.1167","674.0683","354.3867","192.0898","723.0119","2048.5449","1593.2042","1203.2481","1159.9225","811.8345","869.1727","692.8723","768.8217","608.3568","438.593","1116.7931",""
"20260510","08","11170530","12435.5461","205.6307","99.2205","289.8372","396.2587","530.1508","590.5989","602.4568","457.2168","493.3975","558.3125","582.8438","496.5713","343.4351","581.9426","235.1402","107.0556","277.8743","565.071","621.9056","544.9984","503.3462","464.2183","553.9364","407.3078","512.7308","381.2988","294.5298","738.2595",""
"20260510","08","11170520","11823.2203","304.2499","163.587","212.0364","320.0746","556.0484","624.4175","665.5796","543.5697","588.0095","438.679","390.7348","211.6872","200.225","434.6778","226.6962","128.1326","287.0849","470.2427","623.8792","610.4015","701.0601","424.9478","531.2624","417.1726","334.8624","330.7793","297.6352","785.4867",""
"20260510","08","11170510","13238.5561","482.4126","266.6159","280.102","250.211","459.9238","590.6913","664.4284","602.3888","524.143","487.1809","470.8474","426.417","264.139","546.493","424.5215","224.358","213.1392","355.609","529.325","589.9146","707.8013","562.1043","620.9571","503.4593","467.8545","454.5322","379.3514","889.6355",""
"20260510","09","11170700","7110.3682","126.4574","85.8887","206.0898","203.6853","270.09","252.2858","336.6043","324.0076","417.2196","389.9808","312.2193","238.4212","147.0442","313.9512","92.665","59.1347","124.7774","196.0675","262.3352","268.7071","341.9509","343.5546","382.0263","298.8501","228.6251","253.2243","161.772","472.7326",""
"20260510","09","11170690","20729.2602","1124.7128","811.0479","591.1338","443.2594","467.9687","509.5436","621.0685","916.169","1084.5612","879.5131","796.0527","570.615","361.2392","839.0064","869.8406","555.7305","544.071","547.3293","510.3654","523.1271","787.3961","1103.203","1252.3406","918.2057","771.7027","666.4287","438.3869","1225.2402",""
"20260510","09","11170685","23866.3415","879.2488","377.4198","356.9021","700.3234","941.4206","1046.9348","1307.7951","1348.2775","1266.3579","1046.8515","915.8557","636.465","351.2125","670.2847","605.5364","270.8704","344.1245","788.4268","988.9482","1109.5718","1346.8474","1446.9238","1115.8148","921.4997","877.3842","660.0315","456.329","1088.6836",""
"20260510","09","11170660","11389.6458","322.0184","146.0316","186.2983","292.2037","469.5682","493.7727","606.4883","693.9655","624.7866","470.2294","357.3053","257.9486","173.3392","367.2807","374.8143","184.6515","191.7206","347.774","544.1617","597.6053","689.4467","629.7438","597.6534","388.211","378.5481","297.4489","208.3899","498.2407",""
"20260510","09","11170650","9369.1667","115.3862","61.7874","123.8485","417.9396","626.0061","623.7821","705.8383","459.4226","521.247","354.4371","325.0713","236.5413","110.5197","297.039","184.3908","81.9515","167.9855","406.1236","493.703","425.6152","459.9155","418.4906","386.1291","274.9768","284.9025","205.8546","144.1713","456.0911",""
"20260510","09","11170640","8873.9718","381.5909","133.4523","188.5492","285.6204","254.4645","287.6734","501.4705","471.9932","393.3575","311.691","396.7692","303.4258","200.9796","392.8641","194.4924","88.4057","169.334","252.2789","291.5002","357.6148","395.7699","358.1137","401.4887","364.3084","328.3513","332.1011","209.2812","627.0293",""
"20260510","09","11170630","29633.0372","1500.9088","806.1168","773.6172","733.7272","702.4121","652.3703","1028.0771","1285.9675","1285.3433","1157.4065","1129.8816","854.5118","541.3863","1453.4749","1412.5763","729.6552","753.5532","795.1548","707.4325","760.5912","1350.6741","1573.5735","1549.5257","1308.9612","1205.3938","988.7512","694.5977","1897.3957",""
"20260510","09","11170625","45155.2692","1582.2458","667.6146","1042.7958","2491.6445","1810.8501","1895.1066","2307.5668","2192.5816","1870.6885","1528.9666","1543.5938","1154.3661","641.331","1424.8771","1418.2474","527.867","892.316","1856.6982","2012.7469","2150.4017","2547.0937","2068.2476","1909.4132","1602.0398","1640.4128","1233.3412","900.6326","2241.5825",""
"20260510","09","11170590","6974.0413","173.7201","78.4758","176.0645","143.6053","229.1854","290.8177","324.0402","308.1086","237.5798","274.0551","271.0655","198.6792","141.3437","247.0583","215.2753","94.8446","195.1106","194.985","303.4876","324.4867","418.5218","284.4032","284.6185","268.5902","330.9601","271.6229","175.6961","517.6391",""
