"기준일ID","시간대구분","행정동코드","총생활인구수","남자0세부터9세생활인구수","남자10세부터14세생활인구수","남자15세부터19세생활인구수","남자20세부터24세생활인구수","남자25세부터29세생활인구수","남자30세부터34세생활인구수","남자35세부터39세생활인구수","남자40세부터44세생활인구수","남자45세부터49세생활인구수","남자50세부터54세생활인구수","남자55세부터59세생활인구수","남자60세부터64세생활인구수","남자65세부터69세생활인구수","남자70세이상생활인구수","여자0세부터9세생활인구수","여자10세부터14세생활인구수","여자15세부터19세생활인구수","여자20세부터24세생활인구수","여자25세부터29세생활인구수","여자30세부터34세생활인구수","여자35세부터39세생활인구수","여자40세부터44세생활인구수","여자45세부터49세생활인구수","여자50세부터54세생활인구수","여자55세부터59세생활인구수","여자60세부터64세생활인구수","여자65세부터69세생활인구수","여자70세이상생활인구수"
"20260514","13","11170685","38756.4429","996.1754","427.6108","439.9207","854.0995","1499.6314","1680.2814","2000.4196","2068.1358","2102.8701","1727.9237","1461.5637","903.113","512.0751","898.0529","657.8212","294.2587","443.0411","1593.3886","2564.8593","2379.6023","2890.6811","2302.4756","2075.2917","1545.5365","1439.1985","895.7869","619.0511","1483.5764",""
"20260514","13","11170660","9892.0707","193.4014","87.7053","298.5482","270.2218","430.6008","463.4678","582.9125","530.2786","587.6022","355.9276","276.4434","186.8145","186.0989","356.3593","201.6527","99.3437","134.0132","313.8146","508.2178","553.8411","654.3577","524.1155","521.4354","420.4598","261.0529","233.0511","181.1654","479.1679",""
"20260514","13","11170650","12080.127","70.5902","37.7997","133.6228","377.5137","611.042","672.4396","945.6429","649.8534","780.2362","614.7137","494.7179","345.9353","176.5422","387.7947","85.408","37.9592","99.0732","387.7115","667.9614","676.9623","754.9035","553.355","587.8529","459.6747","413.7363","337.5031","227.9281","491.6541",""
"20260514","13","11170640","6276.8484","109.437","38.273","59.9193","140.7181","222.9412","197.9384","371.4504","327.2277","407.8321","347.5132","329.0851","263.5553","179.0613","293.3599","79.0577","35.9352","87.9237","175.0949","218.5733","221.7379","275.2759","210.1776","318.8628","206.1251","207.7614","218.2404","189.1409","544.6273",""
"20260514","13","11170630","22446.0379","1417.2855","761.2042","479.4414","387.9714","482.6631","461.5084","749.8451","782.472","1031.4143","893.5653","794.9864","644.2368","373.2898","1004.0358","1230.6035","635.6588","436.9457","449.3345","594.4458","641.5273","980.2467","991.7135","1013.8567","940.1062","949.4497","827.2147","636.8092","1854.2066",""
"20260514","13","11170625","72180.823","819.2726","345.6851","1301.6333","3026.6369","3393.4965","3585.3295","4632.2451","4586.6255","4302.4049","3024.3856","2494.0163","1428.0362","935.1859","1660.3555","790.9742","294.398","938.575","2927.6044","4453.1171","4604.5807","4985.4446","3857.9853","3255.5674","2761.4508","2595.1835","1667.7858","1114.4955","2398.3523",""
"20260514","13","11170590","5492.5081","51.131","23.098","57.253","106.3017","190.4231","233.3587","247.3764","227.465","232.9502","245.1992","233.1463","279.8913","160.498","328.2451","80.3669","35.4077","69.7302","157.4808","188.0786","214.8339","321.7144","222.8836","192.4605","246.3922","235.1122","203.1828","209.5266","499.0005",""
"20260514","13","11170580","11077.4306","375.623","221.8066","274.1926","210.4578","293.8772","334.0917","432.7976","321.4688","383.6505","316.6285","355.389","275.8775","192.7633","482.9047","417.1265","196.8042","440.5858","1131.6309","489.4681","399.0179","519.8217","472.0085","561.9029","459.6301","398.1996","284.9207","221.5258","613.2592",""
"20260514","13","11170570","12885.9955","247.2019","110.5341","62.533","188.8926","427.9067","556.8717","619.3337","732.822","903.9091","604.3982","607.1853","439.5429","242.4296","516.6532","365.5319","292.5495","521.6468","294.3212","480.227","618.2923","662.2558","552.8188","556.216","378.637","468.8849","373.2963","259.6298","801.4756",""
"20260514","13","11170560","18608.7135","442.4282","141.3674","206.4992","338.0666","662.6365","802.9092","1013.0929","1219.4146","1110.517","900.0664","800.2864","539.8021","295.8839","603.2146","494.3125","146.378","218.9401","617.0674","864.1538","885.0162","1216.0839","930.9543","961.3218","786.3986","711.5063","549.5399","355.6228","795.2341",""
"20260514","13","11170555","28719.8643","558.4248","402.0656","1063.7985","524.8393","634.3161","827.4073","927.3237","812.9071","1051.5007","949.3912","777.9534","520.5521","369.6897","740.0399","527.9716","286.1792","2400.2124","5683.0823","1570.6209","1115.7905","1203.7943","968.0319","1035.9291","844.1825","798.7364","617.6513","426.6242","1080.8484",""
"20260514","13","11170530","28277.7193","175.0664","84.4729","235.424","674.531","1117.5348","1470.05","1809.6792","1654.2545","1738.6359","1427.8064","1246.2384","781.8611","451.3585","867.6551","208.1652","94.7743","217.7289","1181.2107","1954.7924","1894.676","1779.0146","1361.264","1416.9112","1065.4184","1084.2878","735.575","462.1988","1087.1346",""
"20260514","13","11170520","12496.8925","773.0465","415.6456","609.8888","266.9547","402.1172","458.5006","581.5152","530.5324","592.1174","421.6714","328.4707","216.617","191.0998","351.8873","561.5257","317.3844","545.7153","342.4807","480.3688","500.3648","637.7742","517.138","498.4364","411.1987","334.6923","240.3865","241.9278","727.4342",""
"20260514","13","11170510","11334.7807","407.8974","225.4338","533.7388","150.057","294.1254","412.7361","564.4934","511.8323","540.8599","460.395","441.8025","357.8772","218.7425","408.1071","204.6281","108.1452","176.7547","337.8668","453.3213","505.0097","606.8353","553.2905","604.5785","465.871","445.9798","358.9293","292.6837","692.7872",""
"20260514","14","11170510","11492.0089","413.0311","228.2708","548.019","158.1528","317.6843","404.5381","586.6334","523.866","547.0382","511.8811","427.8902","347.8639","226.538","393.2964","238.9248","126.2709","139.6778","341.4738","482.929","511.2668","605.2271","529.4598","629.0301","440.3838","451.1812","336.8472","281.4767","743.1564",""
"20260514","14","11170520","12132.6345","453.2048","243.6754","624.432","279.7366","434.7496","452.8845","586.2235","525.1417","594.0322","415.0243","362.9405","211.9602","201.939","395.0426","583.7425","329.9417","524.4489","367.1965","507.7213","501.3039","588.7443","502.7809","510.353","379.8414","349.4661","274.4269","233.9447","697.7367",""
"20260514","14","11170530","28780.5145","295.4429","142.5565","236.7293","635.4505","1185.1031","1521.5587","1851.8536","1720.2696","1744.4409","1465.7178","1229.3443","849.9153","457.0369","966.2029","153.1573","69.7302","238.896","1084.8009","1936.6042","1899.4631","1810.3793","1426.7112","1375.5051","1050.2354","1026.8417","742.7115","492.936","1170.9203",""
"20260514","14","11170555","28536.001","604.598","435.31","1013.9556","455.4082","680.7937","856.5647","980.2342","819.3589","1011.2262","974.1926","763.139","538.7171","375.1062","698.4742","522.7356","283.3407","2317.3814","5665.2055","1566.9554","1130.4233","1152.7147","967.2112","1005.9524","854.5139","775.5452","626.1441","435.3569","1025.4414",""
"20260514","14","11170560","18389.4957","353.8024","113.0492","191.0702","321.7202","635.7427","788.2003","1025.2039","1134.5858","1126.5779","907.441","837.638","532.495","301.6637","687.8301","479.449","141.9764","176.8194","608.0086","884.8592","879.2453","1230.7857","890.1485","912.6151","824.9046","678.217","558.3527","355.5533","811.5409",""
"20260514","14","11170570","12537.448","267.1504","119.454","64.6936","219.9708","413.5287","524.8245","623.3214","714.3024","816.7128","614.3374","523.7878","402.6221","215.3943","528.8949","329.0329","263.3377","527.3496","306.0649","469.8153","591.3078","633.9851","592.8989","525.3618","422.3539","467.9199","351.0126","238.0671","769.9449",""
"20260514","14","11170580","11081.14","360.2637","212.7369","276.9043","188.3583","268.3749","364.1876","461.9889","355.6414","375.91","350.8525","364.3717","271.5777","197.4006","409.9355","423.9131","200.0063","444.4194","1092.3409","491.0829","425.8883","520.9077","474.2738","570.8769","436.7941","389.3695","309.4456","239.2055","604.1121",""
"20260514","14","11170590","5539.7033","91.203","41.1998","56.4829","104.7429","193.0042","219.964","225.3229","188.8458","277.9372","243.9869","248.0682","245.0451","152.1611","332.0278","89.6385","39.4924","53.7791","141.4077","203.602","213.9489","323.6007","218.8521","214.9533","235.5612","240.6838","230.7482","198.8137","514.631",""
"20260514","14","11170625","70604.7353","746.5361","314.994","1171.1797","2939.1363","3277.0319","3610.1688","4456.5307","4665.5708","4213.2552","3101.7445","2359.2215","1388.0158","911.2169","1478.602","725.2546","269.9376","907.4092","2977.1692","4500.0191","4633.2636","4903.7984","3727.0772","3267.1345","2566.9519","2487.4597","1598.5752","1103.1411","2304.3382",""
"20260514","14","11170630","22243.0203","1337.3828","718.2887","473.3615","428.516","479.2301","456.582","675.2523","792.8075","1071.0216","851.1","837.2041","651.7994","390.1587","1056.331","1164.5536","601.541","487.5924","474.3651","569.0822","640.9311","974.9745","998.2477","1077.5689","913.7774","952.2905","803.4496","625.3046","1740.3062",""
"20260514","14","11170640","5570.0981","91.6431","32.05","62.0015","129.4121","176.4675","210.4876","287.9892","304.3877","338.9433","228.2057","333.1127","213.4275","143.7008","298.187","39.0795","17.7635","60.5967","169.7143","198.8116","218.1106","259.2389","203.0741","277.0996","187.2491","199.0614","210.3721","210.7825","469.1288",""
"20260514","14","11170650","11900.9865","80.8893","43.3149","123.4645","316.6366","627.7361","702.6404","891.2377","650.6176","780.6158","598.1354","497.5209","330.2671","183.0276","382.7054","101.952","45.312","146.673","358.5592","628.5906","658.9849","740.705","560.9231","509.0399","431.6343","394.9943","334.2759","236.9569","543.5764",""
"20260514","14","11170660","9897.4918","204.0613","92.5393","317.5366","273.8889","416.2115","476.4203","542.2764","562.1287","568.9195","389.1761","301.3393","203.6423","165.8089","311.402","172.6727","85.0668","123.2455","366.011","570.653","557.6529","656.1014","489.779","524.0717","377.3868","297.5886","237.112","163.1015","451.6984",""
"20260514","14","11170685","38804.5381","1042.3502","447.4316","474.5478","990.5644","1577.5226","1678.4083","2008.6898","1878.5416","2114.2208","1609.3093","1375.9943","838.4612","491.9729","922.9878","657.6831","294.1969","454.8671","1612.0532","2633.3722","2466.8523","3004.1756","2298.9832","2049.3867","1537.527","1377.4943","857.2903","616.9994","1492.6542",""
"20260514","14","11170690","17588.5618","822.2325","592.9247","542.6277","385.1361","456.757","510.8097","672.8567","733.8016","803.8102","805.5383","789.5507","496.612","394.6679","825.6936","539.0237","344.3757","498.1746","431.7176","546.255","619.1528","688.6228","719.0597","836.1968","729.9006","718.2452","488.9644","421.7915","1174.0617",""
"20260514","14","11170700","7016.9535","303.4333","206.0893","374.3592","360.0188","273.3526","270.727","334.3636","307.9264","409.4726","341.143","357.1972","267.1951","140.1878","222.3161","22.9863","14.669","47.878","176.2431","185.396","244.5059","231.9431","248.1457","324.9574","287.3698","245.8938","250.0589","159.318","409.8062",""
"20260514","17","11170700","6476.6652","178.8055","121.443","273.2949","202.172","217.6803","277.2867","296.2839","292.7543","367.8981","286.4295","305.6089","216.9651","124.8607","240.9119","91.6771","58.5045","96.3746","162.1436","185.6296","232.5585","206.809","330.0125","319.4878","267.5181","277.2955","268.3968","150.4512","427.4117",""
"20260514","17","11170690","14780.5197","442.0476","318.7675","339.7687","430.0805","447.3688","527.0222","565.9187","746.8431","689.7458","635.5301","735.6824","461.9119","322.4798","681.8698","420.249","268.4919","261.5963","442.8458","489.1365","518.014","644.9566","632.2696","811.9315","571.7549","633.5675","473.9957","336.6662","930.0064",""
"20260514","17","11170685","36582.6056","762.5217","327.3145","497.2117","1080.8115","1524.9123","1609.2332","1888.7803","1953.7652","2122.4128","1639.2025","1334.6635","809.6421","456.9506","815.9136","628.2428","281.0272","596.3064","1900.2756","2462.6174","2284.9187","2571.5053","2088.0098","1810.0336","1476.1254","1099.2377","822.9161","542.7399","1195.3141",""
"20260514","17","11170660","10122.2522","212.7344","96.4724","234.0644","253.4692","373.1111","452.8244","585.4942","554.7724","596.3629","462.6366","283.4589","201.2686","128.3519","366.5907","259.7475","127.9637","157.8492","414.5655","576.3644","540.6738","653.3951","547.0904","468.2332","357.3096","299.9709","243.0044","196.7082","477.7635",""
"20260514","17","11170650","11240.2428","113.0074","60.5135","206.4893","390.3148","643.0671","666.2656","828.0989","566.0943","636.5195","407.9725","320.9083","266.9634","158.0634","400.5134","107.2664","47.674","219.7797","472.5199","703.1735","648.3568","679.836","519.5935","497.5769","392.3926","394.2255","241.3062","187.8406","463.9091",""
"20260514","17","11170640","7585.9753","251.0679","87.805","114.485","208.7578","265.8737","271.6662","369.5649","386.6677","472.9293","383.0661","393.3937","282.5126","206.4887","351.7224","107.4378","48.8354","113.0972","257.8829","283.5342","290.8953","342.6595","297.3577","270.6871","286.6147","286.1435","230.0115","215.3662","509.4518",""
"20260514","17","11170630","24349.6804","1526.8622","820.0556","560.7914","559.6293","563.3936","515.8689","782.4819","921.064","1103.9724","915.988","871.0135","657.0108","416.7328","1044.9082","1282.3845","662.4061","443.8635","671.3496","686.8379","649.1431","1101.535","1114.4465","1235.4268","1007.2757","1041.3152","855.4318","640.8563","1697.6355",""
"20260514","17","11170625","70135.0056","660.3248","278.6177","1301.8284","3553.8179","3575.5066","3620.7403","4492.1847","4366.5506","3946.4966","2893.5416","2245.2434","1208.4915","777.63","1448.1608","788.732","293.5636","1118.7002","3873.9705","5051.7329","4618.8259","4556.2098","3500.2828","2949.1399","2492.5714","2054.8732","1536.4938","898.8906","2031.883",""
"20260514","17","11170590","6617.9371","201.676","91.1044","93.1043","149.1783","200.6841","244.4109","271.1766","257.4508","256.3158","265.1857","312.0007","234.7667","194.5887","303.6762","222.9928","98.2449","72.1794","205.7436","244.2198","229.6887","353.6377","271.4323","280.3111","231.5537","287.1385","268.4296","217.5875","559.4574",""
"20260514","17","11170580","10721.8887","395.5282","233.5606","217.1559","206.7941","284.7395","317.7883","483.3386","345.6458","406.6504","336.31","339.3152","304.596","191.2316","504.5601","451.3477","212.95","302.7453","709.4977","481.2712","439.8561","484.997","501.6915","521.7672","451.7333","381.4193","310.848","260.8169","643.7334",""
"20260514","17","11170570","12219.8782","296.2522","132.4666","160.9055","218.7361","400.7584","531.0325","640.5586","705.8607","733.2464","542.7452","491.9935","355.8643","234.1478","513.9931","269.823","215.9502","265.6526","307.6497","459.9493","602.7415","639.415","570.0384","521.3128","400.646","462.5968","431.3728","273.3615","840.8075",""
"20260514","17","11170560","18855.4433","637.4925","203.6957","298.1759","402.3425","616.0951","873.9253","1159.8709","1118.9532","1115.9686","832.7139","770.3202","527.9311","309.7075","544.1657","611.3174","181.026","283.7663","664.4165","960.7116","933.8709","1162.251","846.8558","854.0575","670.9735","682.3662","521.4798","337.1656","733.8284",""
"20260514","17","11170555","25342.2671","424.3133","305.5052","661.9151","556.5957","771.0987","887.2075","990.6046","916.6944","983.81","940.2727","812.0598","537.1639","374.9168","683.3466","271.0379","146.9116","1461.1682","3987.0003","1510.6877","1137.5734","1175.7669","864.9666","1033.2852","907.5256","856.3028","613.6474","433.969","1096.9214",""
"20260514","17","11170530","27992.0239","184.6319","89.0882","369.657","767.4113","1230.8359","1460.9831","1827.3863","1590.8053","1705.3598","1507.223","1206.7486","790.473","472.0802","846.6472","144.7818","65.9169","439.2982","1374.0166","2014.9363","1842.9524","1719.833","1231.6641","1335.3649","924.8662","906.1975","633.777","446.526","862.5613",""
"20260514","17","11170520","12336.8533","415.8348","223.5826","395.4767","367.9963","534.5733","524.4853","623.9363","543.5471","615.3682","411.8984","337.1087","223.0576","176.7907","420.2891","347.9986","196.6949","412.4579","619.978","545.0179","560.4659","672.7335","537.5873","560.9101","400.1288","369.4413","262.9724","252.8011","783.72",""
"20260514","17","11170510","10805.8563","451.0982","249.3093","336.5808","165.5941","303.9957","363.5994","568.4515","490.9284","470.0676","370.9028","413.0486","307.9985","231.6377","384.8171","375.0948","198.2362","119.1162","303.929","396.986","477.9744","546.8613","490.3767","573.4955","426.3","379.0333","348.7966","288.3302","773.2963",""
"20260514","18","11170700","6516.283","173.6071","117.9125","243.3044","219.8732","271.236","214.9185","277.0841","307.9764","315.0996","321.3451","270.87","228.1174","139.3944","253.3392","112.3134","71.6737","85.1806","175.021","186.6646","239.9297","261.5073","383.002","325.4593","254.1678","268.3391","242.3058","154.3949","402.2457",""
"20260514","18","11170690","14333.2922","459.4148","331.2914","363.485","404.4118","482.4578","581.2365","622.3239","689.8204","705.4328","644.8876","673.5704","410.7405","275.3388","588.6375","365.239","233.3467","269.0137","397.0988","495.5279","526.7077","619.1892","598.1743","716.026","570.5551","597.9745","453.3699","341.3042","916.7163",""
"20260514","18","11170685","34241.6906","700.8543","300.8437","532.3925","1075.3721","1453.536","1564.5122","1795.2165","1974.7108","1954.2959","1570.5321","1175.7471","664.8743","441.1299","779.4943","494.4902","221.1972","640.6646","1691.7858","2285.8465","2121.1509","2331.8019","1980.8562","1732.6469","1294.5474","981.561","755.4657","493.4358","1232.7294",""
"20260514","18","11170660","10437.8384","192.896","87.4761","217.1053","273.1805","421.3375","454.2935","582.4946","621.4578","613.3895","458.4363","310.1241","196.9623","152.1257","374.0573","265.2479","130.6734","136.1702","435.2599","540.8059","552.888","643.5505","556.6979","526.4851","370.7589","319.2581","276.11","205.2202","523.3752",""
"20260514","18","11170650","10922.6719","108.497","58.0983","161.2656","438.3587","565.2497","591.4355","789.484","562.7244","628.7122","463.4066","337.601","238.4039","146.2149","358.4179","132.0202","58.6755","213.198","602.7335","734.898","588.0189","605.5045","489.0471","465.8235","365.9125","365.5079","258.3652","163.4805","431.6163",""
"20260514","18","11170640","8024.5699","267.4448","93.5325","111.3832","210.8484","258.3114","302.4753","409.4267","485.1382","456.1801","373.6394","415.8242","249.2185","203.3014","353.3199","92.6698","42.1226","120.919","285.2268","315.2318","329.8523","386.6224","413.2339","290.3338","307.9097","230.8668","246.0358","226.4665","547.0345",""
"20260514","18","11170630","25948.3761","1445.4331","776.3215","573.9996","510.6206","639.1158","618.0197","891.3407","1101.5778","1202.4485","986.1617","926.8032","624.9454","421.935","1139.8863","1257.1761","649.3843","452.768","725.189","820.5258","860.7915","1163.0453","1251.1757","1364.3455","1157.4336","1079.773","892.931","630.4257","1784.8011",""
"20260514","18","11170625","66565.8652","725.974","306.3183","1243.2087","3487.3594","3568.9014","3472.1033","4180.9062","4028.6752","3514.4059","2525.7819","2101.1513","1186.6045","726.4892","1358.2488","805.7244","299.8883","1160.6747","4035.6788","5027.4018","4379.8839","4213.9509","3116.9739","2748.0782","2216.4945","1826.8042","1482.4446","803.9907","2021.7489",""
"20260514","18","11170590","6925.5773","126.9599","57.3526","113.5606","108.471","224.534","293.2481","353.407","277.5371","333.416","277.6517","334.0798","240.2973","202.3177","308.9229","284.3139","125.2611","121.2945","187.7547","256.3199","249.201","369.3554","246.052","273.2525","285.1458","285.1501","257.5078","207.2208","525.9922",""
"20260514","18","11170580","10554.0446","340.6694","201.1663","175.012","207.2224","331.0171","384.4175","444.4451","450.4104","439.3633","346.736","379.6623","302.6524","203.6419","475.162","397.6638","187.6215","262.8012","597.3688","496.9243","482.8667","492.35","426.7862","521.8922","360.1416","392.1582","320.3241","246.9389","686.6279",""
"20260514","18","11170570","11638.8942","304.3298","136.0784","180.409","213.7608","316.0444","447.1754","503.9276","600.6287","607.9025","453.7418","509.7615","364.2385","249.6546","531.2119","262.2392","209.8804","314.1195","323.2479","396.0022","523.4204","637.8599","504.1956","501.8856","372.9697","512.0919","461.093","285.6697","915.356",""
"20260514","18","11170560","18136.4236","610.159","194.9619","261.6398","410.9595","566.2793","837.8922","1110.5261","972.9444","949.8119","806.7135","720.8199","482.3554","251.3681","635.6155","652.0676","193.0929","242.1909","757.4995","860.9953","962.5642","1265.9339","788.4281","781.5364","740.5261","578.7803","453.4862","358.0364","689.2389",""
"20260514","18","11170555","24727.0691","320.314","230.626","626.1513","593.5198","863.0251","938.2643","1032.7508","935.8534","965.2948","927.1098","770.7854","566.2463","383.8312","727.2918","294.002","159.3595","1128.2087","3649.5621","1658.4676","1144.8134","1158.6222","872.7734","973.1966","831.8496","806.0321","638.4995","405.9354","1124.6847",""
"20260514","18","11170530","22718.2211","134.9198","65.1014","409.5447","695.1162","1086.8006","1246.7559","1513.548","1355.9188","1287.9905","1217.4397","906.8109","684.1143","387.7174","620.8574","174.0701","79.2514","404.4258","1130.9203","1550.2939","1398.3039","1281.9179","989.8955","1053.3065","784.7855","761.6864","480.0779","357.2912","659.3593",""
"20260514","18","11170520","13008.4138","406.2075","218.4065","398.1416","430.938","505.7123","565.0402","642.8501","610.9497","654.3475","437.6571","341.3603","239.1395","188.9627","442.945","323.6516","182.9336","424.5302","705.1477","642.1043","632.8225","739.471","566.1764","597.8298","400.3998","357.9124","275.7993","253.4147","823.5623",""
"20260514","18","11170510","10653.869","457.6055","252.9059","346.8355","154.3495","307.7693","349.8802","519.2657","472.5883","472.7468","339.8736","402.2192","319.4761","223.3093","433.8084","362.7266","191.6998","128.5937","313.8676","402.7021","434.8735","573.8612","407.3747","541.1917","415.6463","344.3437","355.0251","288.4469","840.8822",""
"20260514","19","11170510","10980.7569","456.8443","252.4853","289.9367","155.6124","347.5554","376.993","519.566","494.9443","493.0692","364.2136","401.413","321.8263","238.9736","456.3913","411.134","217.2826","148.3808","322.3796","422.6539","457.8625","621.8693","453.5311","502.5456","387.6779","380.7526","354.8591","297.8027","832.2011",""
"20260514","19","11170520","13283.661","368.8025","198.2945","484.084","460.4681","530.1884","567.7405","709.3834","607.5407","582.0247","459.4816","408.6399","219.9892","181.8584","426.6413","280.4163","158.4962","404.2561","715.1093","683.7989","627.9202","721.947","611.7181","653.2718","448.1389","360.673","300.5085","262.7528","849.5171",""
"20260514","19","11170530","20173.7278","148.0868","71.4545","325.7067","602.4619","946.0434","1078.3649","1236.2269","1067.8537","1175.1519","1020.9396","810.2743","642.961","357.4428","726.4867","187.8344","85.5182","407.0201","1185.1852","1306.8924","1135.7513","1102.9295","857.28","843.4082","680.8832","707.5772","466.7542","335.7825","661.4561",""
"20260514","19","11170555","23902.0907","325.9653","234.6952","577.7298","627.494","896.0323","930.9077","1070.4325","891.4447","888.2811","945.8891","753.6376","566.5444","391.0689","701.4825","309.6162","167.8225","1038.9877","3213.6121","1555.4962","1177.8479","1081.3842","895.2651","985.3733","725.5835","817.7696","655.217","394.1433","1082.3676",""
"20260514","19","11170560","18222.1558","773.9187","247.2879","217.1627","347.5421","533.7519","846.0664","1122.7005","980.7535","906.021","805.9606","713.6813","442.4214","237.5689","565.3555","681.6775","201.8611","239.4928","724.6496","969.5024","1053.8345","1299.7421","780.8239","734.9312","699.686","553.6831","483.6834","322.1944","736.1994",""
"20260514","19","11170570","11682.2662","301.2787","134.7143","169.6165","229.4023","356.7254","427.9567","523.0976","559.5169","550.5647","446.4695","503.4494","356.0795","221.3272","540.2646","283.0588","226.5429","276.7157","399.9399","401.5681","518.0528","632.2385","512.3565","517.5142","403.8518","564.5762","460.0021","294.5498","870.8358",""
"20260514","19","11170580","10469.3749","300.3248","177.3429","171.6471","219.8223","327.3951","423.1051","524.5447","372.0933","416.4302","341.8181","397.6858","290.0202","207.9233","490.936","400.2289","188.8317","246.0573","542.9093","516.4598","462.0102","551.9393","448.2548","511.6803","331.8814","391.2309","321.3238","255.2762","640.203",""
"20260514","19","11170590","7249.978","190.972","86.269","88.2858","137.8585","195.8382","276.7339","350.3727","274.6604","319.3936","288.468","323.9247","237.8552","192.041","337.21","261.2712","115.1091","141.0296","248.541","284.7265","301.478","372.4092","279.4108","281.2796","295.3024","322.0719","272.3142","201.0532","574.0996",""
"20260514","19","11170625","60030.6908","877.9141","370.4281","1152.5239","3243.4402","3318.199","3240.0126","3628.6226","3390.1937","3020.5912","2143.5685","1785.0469","1171.9363","619.3244","1345.131","843.9563","314.1178","1094.5704","3695.6206","4514.8904","4053.3175","3602.1648","2807.5115","2304.6544","1939.3628","1656.4749","1335.6821","738.9212","1822.5144",""
"20260514","19","11170630","25071.8839","1473.7635","791.5379","566.8488","483.7438","564.5871","591.2966","820.3963","1032.7926","1167.2684","913.3386","935.7445","626.8959","443.3135","1080.5906","1264.3295","653.079","454.5319","591.5982","743.4411","788.8369","1220.6321","1231.4388","1309.9718","1065.9035","1045.2834","838.4326","597.2024","1775.0839",""
"20260514","19","11170640","7625.6388","289.2046","101.1424","122.4898","255.915","218.3458","264.5527","362.1656","413.5746","355.152","283.2169","404.9372","237.2643","187.6625","297.963","129.8776","59.0351","174.1611","260.9925","286.1912","319.6159","417.8971","326.3191","275.3198","267.546","287.9767","250.3748","203.9285","572.8168",""
"20260514","19","11170650","10782.1647","162.5462","87.0409","170.4615","457.1258","548.6048","639.9088","755.5916","543.39","591.2196","409.0991","344.9104","215.4508","140.3996","351.9297","146.95","65.3111","204.5842","574.601","764.4991","596.1298","608.6477","452.9354","479.644","340.2584","342.0657","229.3015","166.4566","393.1014",""
"20260514","19","11170660","10589.3634","217.4496","98.6109","208.54","285.5088","382.7619","500.0134","586.3186","702.7858","598.0837","453.8782","296.388","210.0082","164.9469","405.8025","292.6837","144.1899","181.9262","401.8677","536.1329","547.4213","649.7191","545.9603","551.4952","367.8105","280.9204","248.2801","208.7802","521.0797",""
"20260514","19","11170685","32362.1153","665.2371","285.5549","537.1457","1049.3553","1378.7696","1464.2335","1796.6493","1840.0473","1868.9673","1447.2686","1151.2872","633.9455","442.602","744.7818","518.0792","231.7489","604.0198","1588.4189","1981.644","1920.885","2179.2132","1875.7351","1585.8285","1220.8064","977.2151","741.41","444.1185","1187.1482",""
"20260514","19","11170690","14100.033","467.1483","336.8678","307.7971","370.8394","428.1459","536.5852","586.3851","668.0972","779.4432","667.2878","656.6083","455.2579","274.9934","587.7455","329.498","210.5123","244.8949","399.0805","434.8031","471.6052","695.2178","634.0852","723.5178","595.3203","593.1609","454.841","340.3493","849.945",""
"20260514","19","11170700","6906.0174","183.6173","124.7113","246.3698","192.1229","257.5751","277.1324","286.464","354.2686","377.9105","332.7235","343.5377","246.1012","138.8085","265.2219","156.1499","99.6481","94.223","213.79","184.2876","249.9235","209.1754","363.7831","304.0166","286.3027","254.7886","256.9355","175.5379","430.8916",""
"20260514","20","11170700","6744.5352","160.1322","108.7601","219.291","195.3561","267.6306","246.5708","286.383","319.0686","354.9858","346.4113","279.3692","237.5999","138.642","296.1914","131.4479","83.8845","105.3253","214.7195","160.207","235.2303","233.7699","347.0825","337.982","290.9873","283.3733","247.9894","188.7672","427.3772",""
"20260514","20","11170690","14188.4212","547.3057","394.6709","383.6585","340.771","384.4851","444.5275","532.8938","663.9353","671.1447","627.6924","702.9501","467.5923","274.7688","600.9677","408.164","260.7708","295.5146","415.678","404.3841","451.6983","663.9771","637.7164","747.3172","590.9427","638.6936","466.5254","330.7386","838.9372",""
"20260514","20","11170685","29731.4629","654.6292","281.0015","473.971","934.9834","1210.8452","1346.1149","1623.3915","1760.5422","1732.406","1345.9137","1098.9811","598.0235","431.2975","724.9397","601.744","269.1744","589.6597","1378.539","1614.7095","1647.4323","1903.0022","1783.7926","1405.0015","1146.2002","859.7015","697.4467","454.2527","1163.7676",""
"20260514","20","11170660","10611.9732","252.3381","114.4326","233.2178","298.8012","379.2443","454.1882","604.9797","654.5445","624.4874","476.8052","302.1235","187.1448","165.7122","397.6546","276.41","136.1725","189.5479","347.7358","517.2664","539.7161","651.077","567.1152","575.3894","371.276","288.328","265.6186","213.1349","527.5115",""
"20260514","20","11170650","10751.5589","159.8465","85.5953","199.8366","537.4627","581.0249","648.632","784.6326","573.9515","628.1472","353.9392","305.1875","212.3765","129.7649","280.4823","158.8448","70.5976","209.6658","625.5018","756.2658","552.5959","574.2816","454.9809","439.5274","318.2368","333.3728","220.2992","146.9494","409.5593",""
"20260514","20","11170640","7774.1332","279.3082","97.6814","146.2985","231.3266","236.7023","277.3204","397.3","381.7812","365.8792","278.0796","405.2637","279.9417","198.0862","307.8339","104.9985","47.7267","167.9602","252.3105","272.0234","307.436","430.352","358.0659","330.2696","279.599","283.3187","267.2105","216.4826","573.5754",""
